"Date","SINTEX.NS.Open","SINTEX.NS.High","SINTEX.NS.Low","SINTEX.NS.Close","SINTEX.NS.Volume","SINTEX.NS.Adjusted"
2008-06-26,174.421997,181.054993,172.505997,175.330994,492191,158.176682
2008-06-27,172.899002,172.899002,156.242996,158.503006,759007,142.995148
2008-06-30,158.699997,159.682007,145.139008,151.796005,694663,136.944351
2008-07-01,154.768997,158.184006,133.936996,140.324005,1293603,126.594765
2008-07-02,137.572006,152.238998,136.785995,150.126007,501984,135.437759
2008-07-03,149.363998,154.621994,142.485992,151.550995,975715,136.723328
2008-07-04,146.440994,159.584,146.440994,156.365997,395266,141.067215
2008-07-07,156.242996,164.496994,152.804001,155.850006,662229,140.6017
2008-07-08,155.850006,156.218002,148.626999,153.688004,63432,138.651245
2008-07-09,157.716995,161.106995,155.186996,156.022003,127442,140.756882
2008-07-10,157.225998,161.156006,143.468002,145.162994,947266,130.960342
2008-07-11,147.350006,149.856003,145.457993,146.834,521920,132.46785
2008-07-14,149.070007,149.070007,143.100006,144.253998,228006,130.140244
2008-07-15,144.869003,144.893005,138.063995,138.973007,103981,125.375946
2008-07-16,142.436996,144.647995,138.554993,142.584,276690,128.633652
2008-07-17,145.925003,147.373993,138.554993,142.830002,376637,128.855576
2008-07-18,146.121994,146.121994,140.667999,142.903,70891,128.921448
2008-07-21,146.171005,156.587006,143.468002,154.645996,495298,139.515503
2008-07-22,156.242996,161.647995,148.455002,150.666,207388,135.924896
2008-07-23,157.225998,168.427994,153.294998,166.487,445428,150.197998
