"Date","SOUTHBANK.NS.Open","SOUTHBANK.NS.High","SOUTHBANK.NS.Low","SOUTHBANK.NS.Close","SOUTHBANK.NS.Volume","SOUTHBANK.NS.Adjusted"
2009-04-01,10.822,11.136,10.759,4.76141,631952,2.059119
2009-04-02,11.094,11.512,11.094,4.92887,1993038,2.131539
2009-04-06,11.69,11.921,11.198,4.92435,3804870,2.129584
2009-04-08,10.905,11.91,10.717,5.0375,5460374,2.178517
2009-04-09,12.14,13.082,11.565,5.44484,11207367,2.354676
2009-04-13,12.978,13.187,12.465,5.48105,6040593,2.370335
2009-04-15,12.454,12.978,12.287,5.51726,5171348,2.385994
2009-04-16,12.967,13.292,12.14,5.28643,4951299,2.28617
2009-04-17,12.444,13.375,12.224,5.46747,8883842,2.364462
2009-04-20,12.883,13.48,12.883,5.6802,7408782,2.45646
2009-04-21,12.915,13.292,12.768,5.58062,3254844,2.413394
2009-04-22,13.082,13.564,12.768,5.62136,3873948,2.431013
2009-04-23,12.999,13.072,12.685,5.54442,3528327,2.39774
2009-04-24,12.925,13.082,12.81,5.61683,2478649,2.429054
2009-04-27,13.187,13.961,12.779,5.79335,14843768,2.505392
2009-04-28,13.281,13.689,12.706,5.54894,3281512,2.399695
2009-04-29,12.978,13.344,12.904,5.72093,2315980,2.474074
2009-04-30,14.66,14.66,14.66,6.34,0,2.741796
2009-05-04,13.585,13.92,13.344,5.87482,5560583,2.540625
2009-05-05,13.71,13.71,13.417,5.86577,2744919,2.536711
2009-05-06,13.606,13.783,12.999,5.70283,6772477,2.466246
2009-05-07,13.292,13.501,13.156,5.77525,3588159,2.497565
2009-05-08,13.417,13.48,13.093,5.71641,1443178,2.472119
2009-05-11,13.187,13.323,13.04,5.71641,1719975,2.472119
2009-05-12,13.176,13.459,13.04,5.7843,1580626,2.501478
2009-05-13,13.229,13.595,13.187,5.75714,3577388,2.489733
2009-05-14,13.229,13.386,12.883,5.74356,2799591,2.48386
2009-05-15,13.396,14.077,13.396,5.9925,4933790,2.591517
2009-05-18,16.285,16.285,16.117,7.00633,45514,3.029958
2009-05-19,16.536,18.587,14.338,7.59019,20048677,3.282454
2009-05-20,17.363,18.65,17.174,7.97943,12196540,3.450784
2009-05-21,18.619,20.89,18.42,8.28721,13007124,3.583888
2009-05-22,19.048,20.094,18.964,8.27815,5047465,3.579969
2009-05-25,19.456,20.555,19.456,8.83938,6441637,3.822678
2009-05-26,20.712,20.869,18.64,8.17858,5919770,3.536908
2009-05-27,19.456,19.896,19.027,8.31436,3037060,3.595628
2009-05-28,19.425,19.623,19.184,8.41393,1919741,3.638689
2009-05-29,19.665,20.304,19.519,8.73076,3872446,3.775704
2009-06-01,20.503,21.842,20.115,9.07926,11166923,3.926416
2009-06-02,21.34,21.56,19.885,8.72171,5405503,3.771791
2009-06-03,20.503,20.869,19.99,8.73528,4031028,3.777659
2009-06-04,19.99,21.005,19.466,8.96611,10160649,3.877485
2009-06-05,21.392,21.978,19.759,8.64024,17133058,3.736558
2009-06-08,20.115,20.408,18.744,8.18763,8111226,3.540823
2009-06-09,18.839,19.048,18.42,8.16048,11553364,3.529081
2009-06-10,19.257,19.676,18.901,8.29173,4473786,3.585841
2009-06-11,19.257,19.268,17.928,7.80292,7911273,3.37445
2009-06-12,18.409,18.713,17.813,7.76218,3537927,3.356833
2009-06-15,17.813,18.315,17.593,7.71692,3300215,3.337259
2009-06-16,17.645,18.807,17.593,8.01564,3335521,3.466444
2009-06-17,18.378,19.446,17.729,7.73955,4142140,3.347046
2009-06-18,17.813,18.525,17.53,7.92512,3423103,3.427297
2009-06-19,18.326,18.629,17.583,7.76218,1820305,3.356833
2009-06-22,18.211,18.598,18.001,7.89796,1485046,3.415552
2009-06-23,17.834,18.598,16.997,7.96586,2760130,3.444916
2009-06-24,18.723,19.215,18.315,8.00659,4275612,3.46253
2009-06-25,18.723,19.194,18.661,8.21931,3775275,3.554523
2009-06-26,18.839,19.571,18.65,8.40488,4542864,3.634774
2009-06-29,19.247,20.094,19.152,8.55424,3501571,3.699368
2009-06-30,20.032,20.094,18.88,8.24194,2565899,3.564309
2009-07-01,19.048,19.257,18.692,8.24647,1244461,3.566269
2009-07-02,19.341,19.341,18.682,8.165,806917,3.531036
2009-07-03,18.734,19.529,18.629,8.39583,1907843,3.630861
2009-07-06,19.864,19.875,18.064,7.92965,2208071,3.429257
2009-07-07,18.619,18.776,17.781,8.05185,1146584,3.482104
2009-07-08,18.022,18.441,17.583,7.72145,4794795,3.339219
2009-07-09,17.792,18.106,17.792,7.71692,6767484,3.337259
2009-07-10,17.897,18.399,17.897,7.89344,2402148,3.413597
2009-07-13,17.687,18.723,17.583,7.89344,2995214,3.413597
2009-07-14,18.608,19.885,18.514,8.54519,3625012,3.695453
2009-07-15,19.906,20.722,19.362,8.87559,15525841,3.838338
2009-07-16,21.141,21.35,20.094,8.89822,4856007,3.848125
2009-07-17,20.722,21.622,20.544,9.26483,5620039,4.006668
2009-07-20,21.978,22.125,21.371,9.4323,3444623,4.079092
2009-07-21,21.581,21.832,21.308,9.32367,2207353,4.032115
2009-07-22,21.56,22.533,21.455,9.39609,4040561,4.063433
2009-07-23,21.35,22.533,21.35,9.58618,4346590,4.145639
2009-07-24,22.386,22.617,21.999,9.71291,1868913,4.200446
2009-07-27,22.502,23.58,22.397,10.1519,4765177,4.39029
2009-07-28,24.124,25.411,24.124,10.7765,9751054,4.660405
2009-07-29,25.076,25.118,23.025,10.6815,3971473,4.619321
2009-07-30,25.034,25.055,23.705,10.5185,3634976,4.548831
2009-07-31,24.479,25.223,24.385,10.8127,2855567,4.67606
2009-08-03,24.71,25.809,24.689,11.0481,3741150,4.777862
2009-08-04,25.558,25.85,25.066,10.9349,1681476,4.728907
2009-08-05,25.432,25.453,24.846,10.8625,1566641,4.697597
2009-08-06,24.909,25.537,24.49,10.7177,1696610,4.634976
2009-08-07,24.302,25.306,23.381,10.5955,2706044,4.58213
2009-08-10,24.72,25.202,24.281,10.6136,1559615,4.589957
2009-08-11,24.082,24.846,24.082,10.5231,759812,4.55082
2009-08-12,24.176,24.668,23.967,10.5412,689663,4.558647
2009-08-13,17.281,17.595,17.281,10.5955,879928,6.404969
2009-08-14,17.67,17.7,17.221,10.4326,536615,6.306495
2009-08-17,17.191,17.221,16.517,10.0478,727499,6.073884
2009-08-18,16.547,16.914,16.405,10.0207,895581,6.057503
2009-08-19,16.906,17.041,16.03,9.82154,726438,5.93711
2009-08-20,16.465,16.622,16.113,9.88038,414368,5.972679
2009-08-21,16.098,17.34,16.098,10.3601,1992939,6.26267
2009-08-24,17.52,18.291,17.371,10.6996,5218221,6.467898
2009-08-25,17.79,17.812,17.43,10.5864,1144783,6.399468
2009-08-26,17.67,17.67,17.101,10.4778,1083217,6.33382
2009-08-27,17.086,17.633,17.086,10.4416,475867,6.311937
2009-08-28,17.356,17.745,17.153,10.5638,1197622,6.385806
2009-08-31,17.311,17.52,17.191,10.4688,529788,6.328378
2009-09-01,17.371,17.969,17.251,10.5955,1996485,6.404969
2009-09-02,17.625,17.625,17.101,10.4054,776261,6.290054
2009-09-03,17.213,17.775,17.213,10.6498,1034676,6.437793
2009-09-04,17.805,18.374,17.67,10.7132,3648918,6.476118
2009-09-07,17.955,18.269,17.565,10.763,2275492,6.506221
2009-09-08,17.969,17.969,17.535,10.6543,954264,6.440513
2009-09-09,17.745,17.925,17.453,10.7901,1103190,6.522604
2009-09-10,17.969,18.269,17.4,10.6634,3874898,6.446014
2009-09-11,17.805,19.063,17.603,10.9304,11993272,6.607414
2009-09-14,18.082,18.299,17.677,10.7675,2701205,6.508943
2009-09-15,17.85,18.194,17.767,10.8263,4781869,6.544486
2009-09-16,17.969,18.838,17.969,11.1341,11374676,6.730551
2009-09-17,18.643,18.778,17.82,10.858,4214421,6.56365
2009-09-18,17.969,18.119,17.745,10.7765,1886632,6.514383
2009-09-22,17.969,18.074,17.73,10.7992,1495033,6.528104
2009-09-23,17.745,18.089,17.236,10.8263,2432207,6.544486
2009-09-24,17.895,18.044,17.535,10.8444,1397619,6.555429
2009-09-25,18.044,18.554,17.857,11.0119,8480676,6.656682
2009-09-29,18.276,18.778,17.925,10.9078,4048814,6.593754
2009-09-30,18.119,18.718,17.79,11.2472,14417624,6.79892
2009-10-01,18.643,18.868,18.119,11.0255,3633518,6.664903
2009-10-05,17.969,18.269,17.917,10.8806,2662507,6.577311
2009-10-06,18.224,18.239,17.61,10.9485,3202480,6.618357
2009-10-07,18.247,18.943,18.142,11.1839,3851545,6.760656
2009-10-08,18.703,19.167,18.419,11.374,8400275,6.875571
2009-10-09,18.868,19.579,18.868,11.5686,11345467,6.993206
2009-10-12,19.617,20.44,19.467,11.9307,21361951,7.212096
2009-10-13,21.803,21.803,21.803,13.18,0,7.967298
2009-10-14,19.916,21.616,19.856,12.8223,20768642,7.751067
2009-10-15,21.638,21.773,20.964,12.9264,8983852,7.813994
2009-10-16,21.548,21.698,21.197,12.9445,5686675,7.824937
2009-10-20,22.627,23.959,22.417,13.809,25892443,8.347527
2009-10-21,22.911,23.053,21.638,13.2523,7789323,8.011001
2009-10-22,21.855,21.855,20.987,12.8947,4931636,7.794833
2009-10-23,21.563,22.282,21.496,13.1708,4013728,7.961734
2009-10-26,21.938,21.998,21.189,12.9671,2681408,7.838598
2009-10-27,20.979,21.399,19.819,12.1163,4773308,7.324291
2009-10-28,20.066,20.665,18.965,12.2475,4910999,7.403601
2009-10-29,19.991,20.066,19.467,11.9035,3086762,7.195653
2009-10-30,20.291,20.919,19.527,11.8899,3600951,7.187432
2009-11-03,20.171,20.201,18.718,11.4283,5856216,6.908395
2009-11-04,19.31,19.751,19.033,11.7225,2147312,7.086237
2009-11-05,19.467,19.961,19.167,11.9759,6963869,7.239419
2009-11-06,20.051,20.59,20.036,12.1479,2533487,7.343391
2009-11-09,20.35,21.189,20.216,12.6865,4381465,7.668975
2009-11-10,21.114,21.706,20.268,12.6956,4688554,7.674477
2009-11-11,21.039,21.533,20.964,12.9264,2905566,7.813994
2009-11-12,21.114,21.414,20.68,12.6005,1658464,7.616989
2009-11-13,20.964,21.346,20.815,12.7046,2584580,7.679918
2009-11-16,21.256,21.331,20.86,12.8359,3271050,7.759289
2009-11-17,21.114,21.781,21.002,12.9717,6278670,7.841379
2009-11-18,21.631,22.237,21.489,13.1256,5342634,7.934411
2009-11-19,21.706,21.713,20.83,12.7454,1790036,7.70458
2009-11-20,21.114,21.683,20.822,13.0079,2204945,7.863264
2009-11-23,21.713,22.29,21.563,13.3519,4684566,8.071208
2009-11-24,22.162,22.462,21.788,13.4288,11129727,8.117695
2009-11-25,22.162,22.162,21.863,13.3021,4092848,8.041106
2009-11-26,22.132,22.147,21.211,12.9445,1787749,7.824937
2009-11-27,20.964,21.279,19.849,12.7092,4180032,7.682698
2009-11-30,21.189,21.533,20.665,12.587,6170695,7.608828
2009-12-01,21.294,21.623,21.092,12.9671,3149443,7.838598
2009-12-02,21.503,21.99,21.414,13.035,2379236,7.879643
2009-12-03,21.563,21.773,21.264,12.9717,1325857,7.841379
2009-12-04,21.114,21.691,21.114,12.9853,1082742,7.8496
2009-12-07,21.698,22.462,21.346,12.9671,2500191,7.838598
2009-12-08,21.466,21.788,21.264,13.0034,1226532,7.860542
2009-12-09,21.563,21.698,21.271,12.9536,746942,7.830437
2009-12-10,21.563,21.84,21.339,13.1437,3356268,7.945353
2009-12-11,21.863,22.005,21.429,13.0758,1496845,7.904308
2009-12-14,21.429,21.803,21.301,12.9853,2612264,7.8496
2009-12-15,21.556,21.706,20.972,12.7092,973696,7.682698
2009-12-16,20.964,21.518,20.568,12.8585,1112448,7.772949
2009-12-17,21.129,22.013,21.024,13.1753,2188540,7.964456
2009-12-18,21.713,21.713,21.414,13.0848,1049877,7.909747
2009-12-21,21.713,21.773,21.271,13.1074,1371272,7.923409
2009-12-22,21.608,21.848,21.578,13.1301,601749,7.937132
2009-12-23,21.586,21.938,21.586,13.1346,859093,7.939852
2009-12-24,21.713,21.923,21.578,13.1256,628936,7.934411
2009-12-29,21.721,21.863,21.533,13.0667,2662186,7.898807
2009-12-30,21.601,21.975,21.339,13.1165,2509791,7.928911
2009-12-31,21.863,22.904,21.825,13.5329,16732599,8.180623
2010-01-04,22.454,22.889,22.32,13.5782,5966709,8.208009
2010-01-05,22.679,22.829,22.192,13.5012,2297432,8.161461
2010-01-06,22.462,22.686,21.968,13.3519,2301154,8.071208
2010-01-07,22.312,22.312,21.638,13.1663,2932090,7.959015
2010-01-08,22.035,22.11,21.518,13.1889,2637452,7.972677
2010-01-11,22.013,22.282,21.863,13.3021,3232219,8.041106
2010-01-12,22.132,22.132,21.646,13.207,2000617,7.983617
2010-01-13,22.005,22.162,21.788,13.293,2660540,8.035605
2010-01-14,22.207,22.462,21.728,13.207,8952157,7.983617
2010-01-15,21.998,22.387,21.503,13.1165,4783383,7.928911
2010-01-18,21.698,22.155,21.683,13.2613,3523941,8.016441
2010-01-19,22.013,22.162,21.721,13.2387,5385464,8.00278
2010-01-20,22.447,25.412,21.795,13.5646,6245429,8.199787
2010-01-21,22.447,22.612,21.803,13.2523,2929638,8.011001
2010-01-22,20.979,21.638,19.474,12.9943,1733475,7.855042
2010-01-25,21.848,22.911,20.949,12.7137,1747902,7.685418
2010-01-27,21.114,21.444,19.856,12.1751,1566143,7.359835
2010-01-28,20.5,20.65,19.871,12.1751,1423182,7.359835
2010-01-29,20.141,20.89,19.557,12.4874,1796432,7.548621
2010-02-01,20.515,21.189,20.44,12.7092,7021922,7.682698
2010-02-02,21.129,21.414,20.56,12.4874,1410080,7.548621
2010-02-03,20.935,21.077,20.44,12.4648,760497,7.534958
2010-02-04,20.807,20.927,20.246,12.3561,546039,7.46925
2010-02-05,20.448,20.448,19.602,12.0936,2386372,7.310568
2010-02-08,19.931,20.89,19.841,12.4376,1187491,7.518516
2010-02-09,20.59,20.792,20.44,12.4376,686271,7.518516
2010-02-10,20.777,21.189,20.515,12.6729,14423435,7.660755
2010-02-11,21.256,21.414,20.71,12.6503,895802,7.647093
2010-02-15,20.74,21.114,20.538,12.4919,719512,7.55134
2010-02-16,20.815,21.024,20.515,12.6729,940599,7.660755
2010-02-17,21.099,21.563,21.099,12.9581,3269205,7.833159
2010-02-18,21.638,21.713,21.271,12.9174,1031594,7.808554
2010-02-19,21.054,21.384,20.957,12.6865,9623029,7.668975
2010-02-22,21.009,21.264,20.867,12.6684,4302213,7.658035
2010-02-23,21.039,21.069,20.74,12.6729,544260,7.660755
2010-02-24,20.964,21.114,20.702,12.6413,441510,7.641653
2010-02-25,20.89,21.167,20.777,12.6549,491587,7.649874
2010-02-26,20.964,21.983,20.822,13.0984,2103521,7.917969
2010-03-02,21.848,22.275,21.788,13.2206,929430,7.991839
2010-03-03,22.11,22.207,21.728,13.293,1208845,8.035605
2010-03-04,22.312,22.537,21.998,13.456,3579067,8.134139
2010-03-05,22.462,22.597,22.117,13.4876,1300968,8.15324
2010-03-08,22.612,22.836,22.312,13.5284,1897635,8.177904
2010-03-09,22.582,22.686,22.132,13.4288,1274510,8.117695
2010-03-10,22.17,22.387,22.102,13.4017,712254,8.101314
2010-03-11,22.305,22.312,21.713,13.1618,819212,7.956295
2010-03-12,21.878,22.155,21.803,13.2432,646899,8.005502
2010-03-15,21.99,22.14,21.751,13.2432,566730,8.005502
2010-03-16,21.938,22.117,21.661,13.3111,2055377,8.046547
2010-03-17,22.305,23.061,22.065,13.7818,7927291,8.331083
2010-03-18,22.836,23.57,22.836,14.0127,5477188,8.470662
2010-03-19,23.136,23.795,22.686,14.1711,3325314,8.566416
2010-03-22,23.285,23.899,22.949,14.162,3278209,8.560914
2010-03-23,23.637,23.727,22.911,14.1122,2071628,8.530808
2010-03-25,23.735,23.967,23.36,14.2842,8062166,8.634784
2010-03-26,23.847,24.94,23.809,14.9858,8161325,9.058899
2010-03-29,24.004,26.056,24.004,15.5515,8530488,9.400866
2010-03-30,25.906,26.58,25.681,15.8638,8100522,9.58965
2010-03-31,26.206,26.872,26.206,16.126301,6593514,9.748331
2010-04-01,26.789,27.344,26.206,15.9543,6818113,9.644358
2010-04-05,26.805,26.805,26.138,15.8502,3871860,9.581428
2010-04-06,26.258,26.505,26.138,15.8864,7478666,9.603312
2010-04-07,26.28,26.789,26.063,15.8819,7518491,9.600592
2010-04-08,26.28,26.76,26.206,16.0313,1513460,9.690904
2010-04-09,26.37,27.029,26.235,16.2757,1435909,9.838643
2010-04-12,27.329,27.508,26.58,16.2712,2030422,9.835921
2010-04-13,26.872,27.089,26.378,16.0494,1083394,9.701844
2010-04-15,27.239,27.404,26.228,16.103701,2137546,9.734671
2010-04-16,26.505,26.864,26.153,15.8638,1871476,9.58965
2010-04-19,25.779,26.206,25.082,15.2256,5493726,9.203858
2010-04-20,25.457,25.906,25.165,15.2935,1669633,9.244905
2010-04-21,25.562,25.711,25.367,15.3705,3323800,9.291451
2010-04-22,25.606,26.093,25.217,15.3931,1638038,9.305112
2010-04-23,25.749,26.206,25.539,15.6601,1959444,9.466514
2010-04-26,26.198,26.505,26.071,15.8955,1108173,9.608811
2010-04-27,26.348,26.939,26.288,16.1987,2047280,9.792097
2010-04-28,26.206,26.393,25.157,15.6737,1373205,9.474734
2010-04-29,26.003,26.7,26.003,15.8412,2248261,9.575989
2010-04-30,26.505,26.73,25.906,15.8276,2053058,9.567766
2010-05-03,24.708,25.157,21.563,13.895,53296345,8.399513
2010-05-04,23.435,23.72,22.237,13.4967,11221949,8.158741
2010-05-05,22.162,22.731,21.713,13.6189,5570768,8.232611
2010-05-06,22.462,22.836,22.125,13.5057,4495903,8.164181
2010-05-07,21.863,22.162,21.736,13.284,3727474,8.030164
2010-05-10,22.454,22.604,21.833,13.284,3639252,8.030164
2010-05-11,22.013,22.305,21.436,13.035,4094328,7.879643
2010-05-12,21.855,21.855,21.114,12.8314,3638699,7.756567
2010-05-13,21.264,22.072,21.264,13.0803,9083895,7.907027
2010-05-14,21.706,22.132,21.563,13.2523,4216852,8.011001
2010-05-17,21.713,21.938,21.503,13.1934,2535365,7.975396
2010-05-18,24.708,24.708,21.758,13.2115,5492533,7.986339
2010-05-19,22.013,24.558,22.013,13.7728,25187811,8.325643
2010-05-20,22.784,23.944,22.784,14.0896,5815827,8.517146
2010-05-21,22.784,23.495,22.514,14.0579,4187555,8.497986
2010-05-24,23.503,23.757,23.211,14.0806,3044197,8.511707
2010-05-25,23.226,23.809,22.918,13.99,28271071,8.45694
2010-05-26,23.248,23.87,23.248,14.2661,5070266,8.623842
2010-05-27,23.795,24.259,23.585,14.6056,4242194,8.829069
2010-05-28,24.469,25.457,24.117,15.203,10129905,9.190198
2010-05-31,25.15,25.756,25.037,15.3841,4647691,9.299673
2010-06-01,25.674,26.056,25.007,15.203,4583606,9.190198
2010-06-02,25.509,25.517,24.708,14.9722,3101940,9.050679
2010-06-03,25.217,25.442,24.633,14.945,3359427,9.034236
2010-06-04,24.865,25.509,24.566,15.2619,4628899,9.225802
2010-06-07,24.708,25.277,24.139,15.1125,1865400,9.13549
2010-06-08,25.15,25.412,24.633,15.0084,2261252,9.072562
2010-06-09,24.91,25,24.289,14.7414,1736778,8.91116
2010-06-10,24.408,24.858,24.109,14.8862,1754785,8.998693
2010-06-11,24.888,25.007,24.446,14.9858,1328630,9.058899
2010-06-14,25.007,25.442,24.783,15.0401,4308090,9.091724
2010-06-15,24.978,24.978,24.566,14.9767,3090440,9.053399
2010-06-16,24.858,24.978,24.259,14.7142,2100129,8.894719
2010-06-17,24.483,24.483,23.967,14.5603,1813169,8.801686
2010-06-18,24.236,24.319,23.735,14.3928,1855457,8.700433
2010-06-21,23.959,24.251,23.72,14.3657,2052185,8.684051
2010-06-22,23.69,24.888,23.51,14.4607,8517088,8.741479
2010-06-23,24.027,24.768,23.982,14.7776,6460130,8.933044
2010-06-24,24.543,24.678,24.319,14.8047,2598389,8.949426
2010-06-25,24.469,24.933,24.446,14.9631,4174762,9.045178
2010-06-28,24.716,24.978,24.716,15.0401,2178156,9.091724
2010-06-29,24.88,25.382,24.82,15.0989,4536369,9.127269
2010-06-30,24.94,25.105,24.596,15.022,1765246,9.080783
2010-07-01,24.858,25.756,24.85,15.4067,10539522,9.313334
2010-07-02,25.726,26.003,25.502,15.4655,3660650,9.348879
2010-07-05,25.382,25.891,25.374,15.547,3048450,9.398146
2010-07-06,18.907,19.18,18.59,15.5379,4285720,12.646354
2010-07-07,19.102,19.33,19.074,15.6601,3174973,12.745811
2010-07-08,19.441,20.436,19.308,16.447701,9426942,13.386844
2010-07-09,20.247,21.51,20.247,17.0361,15471467,13.865745
2010-07-12,21.131,21.404,20.603,16.900299,4007906,13.755216
2010-07-13,20.909,21.131,20.637,17.076799,3178387,13.89887
2010-07-14,21.031,21.232,20.586,16.8279,3957111,13.696289
2010-07-15,20.737,21.109,20.253,17.076799,5097343,13.89887
2010-07-16,21.093,21.777,21.031,17.466,7063923,14.215642
2010-07-19,20.809,21.793,20.809,17.357401,3237864,14.127254
2010-07-20,21.688,21.76,21.131,17.2488,3556089,14.038862
2010-07-21,21.298,21.465,20.898,17.0632,2049688,13.887801
2010-07-22,21.02,21.12,20.692,16.990801,1397829,13.828875
2010-07-23,20.909,21.404,20.798,16.9953,1896807,13.832536
2010-07-26,21.02,21.12,20.681,16.8641,1067906,13.725752
2010-07-27,20.903,20.903,20.381,16.809799,1881131,13.681558
2010-07-28,20.792,20.965,20.575,16.7871,1390041,13.663083
2010-07-29,20.798,21.332,20.409,17.2397,7958466,14.031457
2010-07-30,21.298,21.526,20.809,17.357401,3106514,14.127254
2010-08-02,21.365,21.61,21.315,17.457001,15254424,14.208316
2010-08-03,21.599,21.649,21.059,17.2262,2146174,14.020468
2010-08-04,21.343,21.571,21.026,17.4977,5421886,14.241441
2010-08-05,21.526,21.582,21.137,17.2805,1727686,14.064662
2010-08-06,21.348,21.621,21.02,17.5068,3573355,14.248849
2010-08-09,21.51,21.665,21.415,17.488701,1983361,14.234118
2010-08-10,21.471,22.188,21.298,17.4932,5831691,14.237781
2010-08-11,21.576,22.355,21.576,17.8689,10557242,14.543562
2010-08-12,21.854,22.411,21.704,18.090599,5462042,14.724005
2010-08-13,22.444,22.967,22.366,18.5704,6288203,15.114517
2010-08-16,23.111,23.2,22.299,18.4573,4602519,15.022465
2010-08-17,22.855,23.178,22.733,18.7062,6610482,15.225045
2010-08-18,23.078,23.189,22.744,18.6292,3270487,15.162374
2010-08-19,23.078,23.723,22.844,19.199499,7754160,15.626544
2010-08-20,23.578,23.578,23.133,18.869101,2532603,15.357628
2010-08-23,23.345,23.356,22.689,18.5387,2973672,15.088715
2010-08-24,22.944,23,22.472,18.5613,2659502,15.107111
2010-08-25,22.905,22.905,22.132,18.2038,2673709,14.816139
2010-08-26,22.372,22.566,22.299,18.24,2540281,14.845603
2010-08-27,22.533,22.789,22.132,18.099701,1862903,14.731413
2010-08-30,22.355,22.633,22.121,18.1042,3036530,14.735072
2010-08-31,22.021,22.299,21.632,17.7829,2295565,14.473567
2010-09-01,22.021,22.466,22.021,18.190201,2151377,14.805072
2010-09-02,22.511,22.622,22.177,18.244499,2219825,14.849266
2010-09-03,22.572,22.794,22.333,18.3169,3893270,14.908193
2010-09-06,22.689,23.245,22.689,18.756001,5673573,15.265579
2010-09-07,23.089,23.3,23.078,18.8239,3851302,15.320842
2010-09-08,23.128,23.2,22.805,18.624701,2960714,15.158712
2010-09-09,22.911,23.222,22.911,18.8148,4506685,15.313435
2010-09-13,23.278,23.745,23.195,19.145201,10689134,15.582351
2010-09-14,23.623,23.667,22.766,18.5704,8690738,15.114517
2010-09-15,22.905,23.467,22.905,18.927999,6326173,15.405566
2010-09-16,23.467,23.801,22.939,18.746901,8432102,15.258172
2010-09-17,23.289,23.717,22.944,19.0909,7381065,15.538154
2010-09-20,23.695,24.741,23.695,19.9599,19971546,16.245434
2010-09-21,24.802,25.302,24.207,19.8286,17434877,16.138571
2010-09-22,24.512,24.624,23.801,19.5571,9709318,15.917595
2010-09-23,25.525,25.525,23.578,19.5525,18441814,15.913852
2010-09-24,24.357,27.916,23.634,22.2682,43055949,18.124168
2010-09-27,27.805,28.194,26.081,22.041901,28797080,17.939981
2010-09-28,26.692,27.582,26.581,21.7251,14707333,17.682138
2010-09-29,26.915,27.137,26.081,21.408199,9359553,17.424212
2010-09-30,26.526,26.692,25.691,21.6798,9558948,17.645267
2010-10-01,26.915,27.582,26.748,22.3134,13420086,18.160959
2010-10-04,27.693,28.25,27.304,22.3134,11534611,18.160959
2010-10-05,27.471,27.693,27.304,22.403999,5646846,18.234697
2010-10-06,27.805,29.973,27.582,23.4902,31239505,19.118759
2010-10-07,29.751,30.807,28.583,24.667,35944685,20.076563
2010-10-08,30.696,30.974,29.362,24.214399,20608966,19.708189
2010-10-11,30.14,30.585,29.806,24.395399,9219031,19.855503
2010-10-12,30.085,30.251,29.028,24.0333,9526358,19.560791
2010-10-13,29.806,30.307,29.473,24.440701,10163138,19.892376
2010-10-14,30.363,30.529,29.973,24.5765,13007809,20.002903
2010-10-15,30.363,30.474,29.751,24.304899,8780676,19.781847
2010-10-18,30.029,30.418,29.195,24.5312,8262465,19.966032
2010-10-19,30.307,30.919,30.029,24.802799,14444625,20.187088
2010-10-20,30.474,31.308,30.14,25.1196,13640476,20.444935
2010-10-21,30.807,31.308,30.363,25.0291,15614987,20.371275
2010-10-22,31.475,31.475,30.641,25.0291,13653602,20.371275
2010-10-25,31.141,32.198,30.863,25.9795,26138160,21.14481
2010-10-26,32.754,32.754,31.92,26.070101,16175899,21.218552
2010-10-27,32.253,32.253,31.697,26.160601,8668531,21.292206
2010-10-28,32.253,32.365,31.753,25.934299,6229207,21.108023
2010-10-29,31.975,31.975,30.251,24.938601,10404637,20.297617
2010-11-01,31.141,31.92,30.974,25.7533,6674347,20.960705
2010-11-02,31.697,32.086,31.697,25.934299,7306515,21.108023
2010-11-03,32.42,32.42,31.697,25.934299,7951767,21.108023
2010-11-04,31.975,32.031,30.919,25.9795,7288011,21.14481
2010-11-08,32.253,32.42,31.308,25.889,4291785,21.071152
2010-11-09,31.697,32.031,31.03,25.708,4605506,20.923838
2010-11-10,31.586,31.864,31.364,25.572201,3887805,20.813309
2010-11-11,31.92,31.92,30.807,25.2554,6285159,20.555464
2010-11-12,31.141,31.252,30.251,24.712299,4830092,20.113432
2010-11-15,31.03,31.03,28.972,24.5312,5206170,19.966032
2010-11-16,31.03,31.03,29.028,23.761801,8745119,19.339819
2010-11-18,30.585,30.585,28.361,23.8976,7224820,19.450344
2010-11-19,29.584,30.029,28.972,24.0786,7094673,19.597662
2010-11-22,29.918,30.474,28.972,24.440701,4870600,19.892376
2010-11-23,29.806,30.029,29.251,24.304899,3564758,19.781847
2010-11-24,30.529,30.529,29.362,24.0786,3997892,19.597662
2010-11-25,29.584,29.862,28.694,23.445,3881612,19.081968
2010-11-26,30.919,30.919,27.249,23.082899,6769154,18.787258
2010-11-29,28.583,29.028,28.361,23.5355,4970006,19.15563
2010-11-30,29.028,29.195,28.361,23.173401,5717929,18.860916
2010-12-01,28.472,29.973,28.472,24.304899,4458661,19.781847
2010-12-02,30.418,30.863,30.085,24.938601,7835598,20.297617
2010-12-03,30.863,30.863,29.64,24.2596,2710738,19.744976
2010-12-06,30.474,31.085,29.139,23.761801,4279312,19.339819
2010-12-07,29.918,30.363,28.305,23.082899,10887013,18.787258
2010-12-08,28.806,28.806,27.582,22.584999,7917043,18.382013
2010-12-09,28.138,28.138,25.413,21.0009,10201539,17.09271
2010-12-10,25.747,27.471,25.08,21.7703,8595509,17.718925
2010-12-13,27.249,27.527,26.637,21.951401,5400253,17.866325
2010-12-14,27.193,28.361,27.082,23.082899,7202196,18.787258
