"Date","HBSTOCK.NS.Open","HBSTOCK.NS.High","HBSTOCK.NS.Low","HBSTOCK.NS.Close","HBSTOCK.NS.Volume","HBSTOCK.NS.Adjusted"
2007-11-27,70,70.150002,68.050003,70.150002,21629,63.099751
2007-11-28,73.699997,73.699997,70.5,70.5,32767,63.414574
2007-11-29,74.5,75.5,70,74,72200,66.562813
2007-11-30,74.050003,75.400002,71.75,71.75,44700,64.538948
2007-12-03,73.849998,75.900002,72,75.900002,17800,68.271866
2007-12-04,79,79.699997,77.5,79.699997,11100,71.689949
2007-12-05,82.699997,83.699997,82.650002,83.699997,7900,75.287941
2007-12-06,87.849998,87.900002,87.849998,87.900002,2000,79.065834
2007-12-07,92.300003,92.300003,89,92.300003,34200,83.023621
2007-12-10,96.900002,96.949997,91.050003,96.949997,40000,87.206284
2007-12-11,101.800003,101.800003,100.150002,101.800003,8900,91.568848
2007-12-12,106.900002,106.900002,103,106.900002,7600,96.156288
2007-12-13,110.900002,112.25,110.900002,112.25,12961,100.968597
2007-12-14,114.699997,117.900002,114.699997,117.900002,2700,106.050758
2007-12-17,123.800003,123.800003,112.099998,123.800003,58000,111.357796
2007-12-18,127,127,117.650002,117.650002,61100,105.825882
2007-12-19,122,122.699997,112.099998,112.099998,55500,100.833672
2007-12-20,113.949997,113.949997,106.5,107.5,47177,96.695984
2007-12-24,112,112.900002,108.099998,112.900002,17300,101.553268
2007-12-26,117.900002,118.550003,116.050003,117.800003,23229,105.960808
2007-12-27,121.25,122.5,115,117.75,53861,105.915833
2007-12-28,113,116.900002,113,114.300003,10483,102.812569
2007-12-31,109.800003,119.5,109.800003,112.5,21266,101.193466
2008-01-01,110,114.900002,108.099998,109.699997,14256,98.674873
2008-01-02,111,111,105,108.300003,23514,97.415581
2008-01-03,104,113.75,103.300003,112.099998,55613,100.833672
2008-01-04,115,117.75,115,117.400002,25375,105.601006
2008-01-07,115,129,115,124.349998,60171,111.852516
2008-01-08,129,131.949997,115.050003,117.300003,31041,105.511063
2008-01-09,113,119,108,111.400002,29860,100.204025
2008-01-10,119,119,102.050003,106,13682,95.346733
2008-01-11,114,116.599998,102,116.599998,41053,104.881409
2008-01-14,122,128.300003,120.199997,128.300003,117779,115.405533
2008-01-15,138,141.149994,135,141.149994,157767,126.964066
2008-01-16,144.75,148.399994,127.599998,133.949997,141478,120.487686
2008-01-17,137.199997,137.649994,120.699997,125.800003,139711,113.156792
2008-01-18,128.899994,138.399994,117,120.199997,492051,108.119598
2008-01-21,119.900002,119.900002,108.5,108.5,35493,97.595482
2008-01-22,97.650002,97.650002,97.650002,97.650002,608,87.83593
2008-01-23,92.800003,102,92.800003,92.800003,11638,83.473373
2008-01-24,95,95,88.199997,88.199997,323669,79.335678
2008-01-25,86,86.349998,83.800003,84.5,24463,76.007538
2008-01-28,81.199997,81.199997,80.300003,80.300003,3336,72.229652
2008-01-29,78,84,76.300003,78.300003,39048,70.430656
2008-01-30,77.900002,80.099998,74.400002,77.150002,10797,69.396233
2008-01-31,75.099998,75.699997,73.300003,74.449997,12165,66.96759
2008-02-01,78.050003,78.050003,70.75,70.75,7504,63.63945
2008-02-04,72.599998,74.300003,72.5,74.300003,5123,66.832664
2008-02-05,77.900002,78.050003,77.900002,78.050003,2237,70.20578
2008-02-06,81.949997,81.949997,74.25,81.949997,22051,73.713821
2008-02-07,85.900002,86.050003,80,81.800003,10276,73.578896
2008-02-08,79.5,83,77.75,77.800003,3748,69.980911
2008-02-11,74,75.300003,73.949997,73.949997,2040,66.517838
2008-02-12,70.300003,76,70.25,70.25,1372,63.189701
2008-02-13,66.75,68.900002,66.75,66.75,8546,60.041458
2008-02-14,68,68,63.450001,65.75,12657,59.14196
2008-02-15,65.099998,69.050003,62.599998,67.699997,8676,60.895977
2008-02-18,69.050003,71.099998,69.050003,71.099998,1260,63.954273
2008-02-19,74.699997,74.699997,68.099998,72.5,18044,65.21357
2008-02-20,70.099998,74.449997,69.050003,69.800003,7719,62.784927
2008-02-21,72.5,73,68.599998,68.900002,3831,61.97538
2008-02-22,68.949997,69.5,67.300003,68.349998,5066,61.480652
2008-02-25,67,67.050003,64.949997,64.949997,9666,58.422359
2008-02-26,61.799999,68.199997,61.700001,68.050003,17747,61.210808
2008-02-27,67,70.199997,67,67.650002,7536,60.851009
2008-02-28,66,68,65.5,67,4250,60.266335
2008-02-29,65.5,67.5,64.050003,64.650002,2580,58.152515
2008-03-03,62,64,61.450001,61.900002,5040,55.678898
2008-03-04,59.200001,59.200001,58.849998,58.849998,2847,52.935429
2008-03-05,55.950001,55.950001,55.950001,55.950001,536,50.326885
2008-03-07,53.5,53.5,53.150002,53.150002,275,47.808292
2008-03-10,48.099998,48.099998,47.849998,48,2680,43.17588
2008-03-11,46.099998,50.400002,46.099998,50.400002,3522,45.334675
2008-03-12,52.150002,52.950001,52.150002,52.25,2918,46.998745
2008-03-13,50,51.400002,49.75,50.549999,2019,45.469597
2008-03-14,48.5,50.849998,48.099998,49.049999,4349,44.120354
2008-03-17,51,51,46.599998,46.599998,4922,41.916584
2008-03-18,44.299999,44.299999,44.299999,44.299999,2501,39.84774
2008-03-19,45,45,42.099998,43,5250,38.678394
2008-03-24,41,41.25,40.849998,40.849998,390,36.744473
2008-03-25,39.5,42.900002,39.5,42.650002,6320,38.363571
2008-03-26,43.950001,44.799999,43.950001,44.799999,6405,40.297489
2008-03-27,44.799999,44.950001,42.599998,42.75,13145,38.453518
2008-03-28,44,44.900002,42.400002,44.900002,4695,40.38744
2008-03-31,43.099998,47.099998,43.099998,44.5,5597,40.027637
2008-04-01,43.5,45,42.299999,43.549999,4524,39.173115
2008-04-02,45,45.75,44.099998,45.099998,4049,40.567337
2008-04-03,45.799999,45.799999,43,43.049999,3867,38.723366
2008-04-04,44.5,44.5,41.099998,42.450001,1665,38.18367
2008-04-07,42.900002,44.349998,40.599998,42.400002,2848,38.138695
2008-04-08,41.5,43.299999,41.5,43.099998,1459,38.768341
2008-04-09,41.5,44.950001,41.5,44.549999,3830,40.072613
2008-04-10,43.299999,45.700001,43.299999,45.5,3110,40.927135
2008-04-11,44.099998,45.900002,44.099998,44.599998,2511,40.117588
2008-04-15,42.849998,46.849998,42.849998,46.700001,5059,42.006535
2008-04-16,48.849998,49.049999,47.150002,49.049999,3910,44.120354
2008-04-17,51.5,51.5,51.5,51.5,545,46.324123
2008-04-21,54,54.099998,50,54.099998,4733,48.662815
