"Date","M&M.NS.Open","M&M.NS.High","M&M.NS.Low","M&M.NS.Close","M&M.NS.Volume","M&M.NS.Adjusted"
2009-11-11,250.649994,260.75,250,258.225006,4243408,211.794952
2009-11-12,259.975006,263.600006,255.787994,259.337006,4877104,212.707001
2009-11-13,257.5,262.475006,254.324997,257.424988,2567164,211.138748
2009-11-16,260,264.625,258.837006,262.225006,3402312,215.075714
2009-11-17,265.837006,265.837006,254.613007,258.662994,2630428,212.154175
2009-11-18,260.5,263.424988,254.050003,257.162994,2833504,210.923874
2009-11-19,256.274994,257,251.25,253.475006,2434668,207.899017
2009-11-20,247.912994,262,246.25,260.049988,2808688,213.291779
2009-11-23,261.25,263.013,258.799988,260.875,1126848,213.96843
2009-11-24,262,270.612,259.25,267.575012,5829624,219.463745
2009-11-25,268.75,272.75,264.037994,264.950012,4571148,217.31073
2009-11-26,265,265,254.274994,256.412994,5971816,210.308701
2009-11-27,258,261.212006,247.5,254.774994,3559836,208.965256
2009-11-30,257.25,261.75,255,257.337006,3530040,211.066559
2009-12-01,269.75,273.5,259,270.037994,5386272,221.483887
2009-12-02,273.299988,273.299988,265,267.587006,3883052,219.473587
2009-12-03,267.75,271.924988,265.75,266.937988,2901196,218.941284
2009-12-04,268.700012,268.700012,260,261.674988,1674820,214.624588
2009-12-07,261.75,264.600006,253.774994,256.774994,2233572,210.605637
2009-12-08,256.25,259.924988,252.875,258.399994,3121872,211.938446
2009-12-09,258.75,261.075012,254.5,257.612,1886908,211.292145
2009-12-10,258.75,261.625,255.550003,260.799988,3209052,213.906921
2009-12-11,262.5,263.950012,255.524994,257.362,2186300,211.087097
2009-12-14,257,264.987,257,259.975006,2895708,213.23027
2009-12-15,265,267.225006,252,254.136993,4223476,208.441956
2009-12-16,257.5,263.725006,253,261.662994,3573804,214.614761
2009-12-17,261.25,265.5,260.138,264.312012,3595316,216.78746
2009-12-18,263.625,268.5,261.25,263.662994,3000360,216.255127
2009-12-21,264,265.625,253.75,254.425003,1884076,208.678177
2009-12-22,257,259.424988,251.25,252.438004,3302472,207.048447
2009-12-23,254.25,261.975006,253.149994,260.537994,2273952,213.692017
2009-12-24,261.25,267,260.25,266.237,3629940,218.366348
2009-12-29,268.75,268.75,262.524994,264.912994,1865008,217.280396
2009-12-30,264.75,268,263.200012,266.100006,1465116,218.253952
2009-12-31,265,271.612,265,270.212006,3021576,221.626602
2010-01-04,271.375,284.5,271.375,282.462006,3739348,231.674026
2010-01-05,283.75,294,280.25,287.662994,5197364,235.93985
2010-01-06,289.924988,296.725006,288.075012,294.562012,6827232,241.598389
2010-01-07,295.75,296.112,285.287994,288.950012,3304396,236.995438
2010-01-08,291.25,291.5,286.638,288.975006,2527272,237.015915
2010-01-11,290.5,294,287.5,289.799988,3167868,237.692581
2010-01-12,285.638,299.75,285.638,298.049988,4942468,244.459198
2010-01-13,295.524994,297.5,283.649994,288.399994,4584900,236.544342
2010-01-14,290,295.5,287.774994,292.912994,4109484,240.24585
2010-01-15,293.888,295.524994,287.513,289.299988,3066960,237.282455
2010-01-18,288.75,297.725006,287.537994,295.912994,3562064,242.706451
2010-01-19,294.75,296.225006,287.674988,289.899994,2497004,237.774612
2010-01-20,291.25,293.725006,285.062012,286.362,3390516,234.872757
2010-01-21,285.75,293,284.75,286.212006,4982164,234.749741
2010-01-22,281.75,285.950012,274.75,283.274994,3873740,232.34079
2010-01-25,285,288.138,264.024994,267.812012,10824500,219.658127
2010-01-27,266.200012,268.5,248.75,252.725006,11011728,207.283859
2010-01-28,255,261.674988,254.188004,255.574997,4491372,209.621429
2010-01-29,255,258,246.938004,254.386993,3918172,208.647018
2010-02-01,255.300003,263.850006,251.850006,261.787994,3360188,214.717285
2010-02-02,263.75,266.375,253.75,254.949997,2531300,209.10878
2010-02-03,256.25,264.412994,256.049988,263.549988,2630556,216.162445
2010-02-04,263.174988,263.350006,251.5,254.25,3005292,208.534637
2010-02-05,249.75,251.25,241.475006,244.061996,3751776,200.178497
2010-02-08,248.75,252.5,241.800003,249.949997,3964924,205.007813
2010-02-09,245.324997,253.587006,245.324997,247.800003,2370192,203.2444
2010-02-10,250.75,251.25,237.5,239.587006,4258584,196.508133
2010-02-11,242.475006,249,240.75,246.699997,2966324,202.342178
2010-02-15,250,252.438004,247.5,248.912994,3113388,204.157257
2010-02-16,249.074997,255.75,247.625,253.886993,1299928,208.236893
2010-02-17,256.5,260.212006,255.5,257.263,2328552,211.005905
2010-02-18,258.700012,258.700012,250.274994,253.300003,1857412,207.755478
2010-02-19,250.25,254.25,248.287994,250.425003,2149848,205.397415
2010-02-22,252.5,256.225006,246.524994,248.100006,2741260,203.490479
2010-02-23,247.25,248.511993,243,245.149994,3033172,201.070877
2010-02-24,243.75,244.725006,237.75,239.324997,3799488,196.293243
2010-02-25,238.300003,243.199997,238.125,239.274994,3644784,196.252213
2010-02-26,241.25,257.962006,239.337006,251.938004,8142060,206.638367
2010-03-02,254.5,266.625,254.5,264.25,6109472,216.736603
2010-03-03,265.5,270.412994,261.687988,269.100006,3781732,220.714569
2010-03-04,268.5,271.149994,264.274994,269.375,2624304,220.940079
2010-03-05,269.25,272.450012,267,269.162994,2153996,220.76622
2010-03-08,271.25,283,271.25,280.524994,7297960,230.085266
2010-03-09,280.5,285.125,277.274994,282.399994,5358980,231.623123
2010-03-10,280,284.912994,280,283.149994,3402064,232.238297
2010-03-11,278.075012,283.475006,278.075012,281.263,5573876,230.690582
2010-03-12,281.25,288.737,281.25,285.212006,4017164,233.929565
2010-03-15,285,285,275.274994,276.25,2656692,226.578949
2010-03-16,276,285,273.5,283.562012,2447432,232.576233
2010-03-17,281.25,287.25,267.825012,280.825012,2328192,230.331329
2010-03-18,280.875,280.875,269.062012,272.013,5245816,223.103806
2010-03-19,268.774994,274.75,267.100006,268.362,4432196,220.109253
2010-03-22,266.25,267.25,260.75,262.138,3922832,215.004318
2010-03-23,263.75,264.75,257.75,262.237,3139500,215.085541
2010-03-25,262.399994,267,259.575012,264.225006,6435736,216.716095
2010-03-26,267,272.225006,265,270.225006,3605436,221.637283
2010-03-29,273.100006,282.5,257.5,276.799988,3289808,227.030029
2010-03-30,279,285,272.5,274.825012,2499226,225.410172
2010-03-31,278.450012,279.5,266.625,270.674988,4349328,222.006348
2010-04-01,276,277.950012,264.274994,267.125,5670058,219.094666
2010-04-05,268.5,274.950012,266.850006,274.399994,2741756,225.061584
2010-04-06,275.524994,276.950012,266.299988,266.75,3461256,218.787079
2010-04-07,269.100006,270.625,262.200012,264.950012,3736486,217.31073
2010-04-08,268,271.850006,260.299988,262,4282900,214.891174
2010-04-09,263.5,266.25,260.899994,264.475006,3040418,216.921143
2010-04-12,238.175003,265.825012,238.175003,258.950012,2716380,212.389557
2010-04-13,260,262.450012,252.550003,254.149994,5941176,208.452637
2010-04-15,259,262,254,255.399994,5727760,209.477875
2010-04-16,255.5,256.875,250,251.425003,4684012,206.217575
2010-04-19,247.5,254.725006,245.25,251.800003,3964724,206.525162
2010-04-20,256,259.600006,251.75,255.425003,4393500,209.498383
2010-04-21,258,258,253.5,254.125,2358306,208.432129
2010-04-22,254.5,259.5,250.550003,254.199997,5861678,208.493637
2010-04-23,255,261.625,252,260.549988,6228608,213.701859
2010-04-26,262.5,266.25,262,264.674988,4647798,217.085175
2010-04-27,265,270.350006,265,268.375,5384902,220.119919
2010-04-28,263,268.375,260,262.450012,3507390,215.260254
2010-04-29,264.5,266.950012,258.075012,261.75,4087402,214.686127
2010-04-30,262.549988,265.924988,259.75,263.075012,5085548,215.772903
2010-05-03,262.5,267.825012,260.549988,262.625,2645630,215.403793
2010-05-04,265,267.975006,256,258.924988,4344102,212.369049
2010-05-05,255.050003,264,251.300003,259.200012,4318424,212.594635
2010-05-06,259,260.649994,253.725006,258.899994,3504234,212.348541
2010-05-07,255,264.350006,252.699997,262,3518742,214.891174
2010-05-10,267.25,277.5,264.024994,276.825012,5213278,227.050552
2010-05-11,278.5,283.850006,275.5,281.850006,7827086,231.172058
2010-05-12,281.25,283,268,274.024994,4138028,224.753998
2010-05-13,276.950012,287.450012,276.049988,283.350006,4696740,232.402328
2010-05-14,281.450012,283.325012,277.174988,279.899994,3763568,229.572647
2010-05-17,276,280.450012,271.100006,277.700012,2616144,227.768234
2010-05-18,278.024994,284.25,273.700012,280.225006,2668758,229.839218
2010-05-19,277.5,279.475006,257.299988,262.700012,5216126,215.465286
2010-05-20,266,270.600006,258.600006,260.850006,2376514,213.947952
2010-05-21,255,270.950012,252.600006,269.174988,3328598,220.776077
2010-05-24,287.5,287.5,262.024994,264.600006,2522056,217.023666
2010-05-25,260.549988,269.25,253.625,257.975006,3382896,211.589874
2010-05-26,265,268.350006,255.875,258.674988,4813004,212.164032
2010-05-27,260.024994,270.75,257,264.225006,4841974,216.716095
2010-05-28,267.899994,274.875,267.5,272.975006,2678902,223.892807
2010-05-31,277.5,289.049988,276.5,286.350006,4970220,234.862915
2010-06-01,286,292,279.049988,282.125,5718168,231.397583
2010-06-02,283.700012,289.399994,282,287.274994,4822088,235.621567
2010-06-03,292.5,294.5,288.325012,291.475006,3806716,239.066437
2010-06-04,293.5,293.75,286.075012,292.600006,3537110,239.989136
2010-06-07,286.475006,293.450012,280.5,290.125,3295406,237.959122
2010-06-08,290,293,284.875,285.375,2473282,234.063202
2010-06-09,287.399994,292,285.399994,289.174988,2263042,237.179993
2010-06-10,290,299.950012,289,296.375,2620950,243.085358
2010-06-11,299.975006,308.25,299.975006,303.350006,5418614,248.806229
2010-06-14,303,309.25,301.125,307.850006,3005094,252.497131
2010-06-15,309,309,302.5,304.075012,2226442,249.400848
2010-06-16,305.5,317.975006,305.25,314.649994,6623234,258.074463
2010-06-17,312.5,320.600006,312.5,317.350006,6815058,260.289001
2010-06-18,316.75,321.5,307.5,309.600006,5478530,253.932465
2010-06-21,313.5,320,312.5,318.475006,2801608,261.21167
2010-06-22,318.5,322.5,314.200012,316.575012,3188464,259.65332
2010-06-23,315,318.450012,313.549988,315.450012,2551704,258.730591
2010-06-24,316,318.899994,310.049988,316.024994,3510454,259.20224
2010-06-25,310,317.75,301.549988,306.674988,2249686,251.533371
2010-06-28,305,313.5,304,311.424988,2442170,255.429306
2010-06-29,311,312.75,304.5,306.950012,1652116,251.758926
2010-06-30,304.5,316.475006,304.5,313.674988,3473310,257.274719
2010-07-01,312.5,315.049988,306.5,307.575012,2102312,252.271561
2010-07-02,309.450012,310.700012,300.5,301.174988,3142034,247.022293
2010-07-05,301,307,299.299988,305.049988,1504652,250.200531
2010-07-06,305.125,314.625,305.125,313.524994,2641624,257.151703
2010-07-07,314.975006,315,309.5,310.825012,2404716,254.937225
2010-07-08,311.375,316.450012,307.600006,311.075012,3236166,262.532776
2010-07-09,312.600006,320.450012,312.600006,319.274994,2743146,269.453186
2010-07-12,321,324,316.075012,318.899994,1742978,269.136688
2010-07-13,320,320.950012,311.200012,316.049988,2781902,266.731445
2010-07-14,314,320.5,307,308.350006,3296870,260.233032
2010-07-15,310,310.399994,304.649994,308.125,3474800,260.043152
2010-07-16,307.75,311.450012,300.899994,301.975006,4613614,254.852829
2010-07-19,302.5,306.950012,297.5,303.225006,3115018,255.907745
2010-07-20,305.25,307.5,300,301.049988,2266842,254.072144
2010-07-21,303,310.475006,301.75,308.375,5724102,260.25412
2010-07-22,309.25,317,305.5,316.625,3952244,267.216736
2010-07-23,316,320.5,313,313.950012,1972120,264.959137
2010-07-26,310,318.975006,309.25,310.25,1555444,261.836487
2010-07-27,312.5,321.325012,309.600006,319.924988,4084588,270.00174
2010-07-28,320.625,329,319.5,324.024994,6198744,273.461975
2010-07-29,323,326.100006,318.325012,321.950012,2166672,271.710785
2010-07-30,320.5,332.450012,320,330.75,4685954,279.137543
2010-08-02,334.024994,335,326.75,330.700012,2403426,279.095367
2010-08-03,332,332.5,325,325.899994,1414664,275.044403
2010-08-04,325.549988,330,321.299988,328.424988,2163534,277.175415
2010-08-05,329.899994,329.950012,321.600006,322.649994,1853342,272.301483
2010-08-06,321.5,329,321,324.375,2275590,273.757355
2010-08-09,328.850006,339.850006,311.325012,324.649994,1715038,273.989441
2010-08-10,325,328.399994,318.125,320.549988,2192742,270.529266
2010-08-11,322.5,323.5,310.225006,313.475006,4120430,264.558319
2010-08-12,310,322.5,307.549988,316.524994,5151604,267.132324
2010-08-13,318.225006,318.825012,311.899994,313.725006,2749328,264.769257
2010-08-16,314,317.725006,309.049988,312.600006,2474604,263.819824
2010-08-17,312.625,314.899994,307.549988,310.100006,2019616,261.709961
2010-08-18,312,312.5,305.5,309.075012,2983554,260.844849
2010-08-19,310.549988,312.174988,307.5,308.024994,2556726,259.95874
2010-08-20,306,311,304.149994,308.850006,4478298,260.654999
2010-08-23,312.5,317.25,310.024994,312.075012,3858098,263.37674
2010-08-24,313.625,314.899994,307.049988,308.049988,1777466,259.979828
2010-08-25,309,309.875,303.649994,307.575012,2257516,259.578949
2010-08-26,309,312.200012,304.450012,309.549988,2815598,261.245758
2010-08-27,309.75,310.25,304.5,305.899994,2666498,258.165344
2010-08-30,307.25,309.649994,302.125,304.674988,1546066,257.13147
2010-08-31,305.5,314.75,302.5,313.350006,4321692,264.452728
2010-09-01,316,318.450012,312.600006,315.075012,3435526,265.9086
2010-09-02,316.850006,317.350006,312.049988,313.125,1282542,264.262909
2010-09-03,313.950012,320.399994,312,315.325012,3344436,266.119568
2010-09-06,316.549988,318.899994,315.024994,317.125,1960008,267.638702
2010-09-07,307.5,319.975006,307.5,314.625,2154446,265.528809
2010-09-08,315,319,313.75,317.625,2019674,268.060699
2010-09-09,320,329,318.725006,327.799988,4424118,276.647888
2010-09-13,329,334.049988,325.825012,332.424988,2926698,280.551178
2010-09-14,333,339.25,328.725006,335.475006,3402996,283.125275
2010-09-15,335.5,342.5,333.5,338.049988,3218328,285.298401
2010-09-16,338.049988,341.5,333,337.274994,2940474,284.644348
2010-09-17,340,343,338.600006,340,2231462,286.944122
2010-09-20,343,347,336.950012,343.899994,2709896,290.235535
2010-09-21,345,353.225006,340,342.649994,3773068,289.180573
2010-09-22,343.5,350.825012,335.75,340.950012,4169084,287.745911
2010-09-23,344,347,341.549988,345.399994,2001696,291.501434
2010-09-24,345.575012,347.25,342.549988,345.475006,2178346,291.564758
2010-09-27,350,352,344.799988,347.25,2488416,293.062775
2010-09-28,347.899994,358,347.899994,355.649994,3650554,300.151978
2010-09-29,357.5,360.100006,348.149994,349.375,2426774,294.856201
2010-09-30,349.375,352.299988,341.049988,345.75,4695752,291.796875
2010-10-01,349.399994,359.899994,348.149994,357.875,3136178,302.029816
2010-10-04,360,371.75,358,365.5,3647092,308.464935
2010-10-05,366.5,374.875,366.25,372.174988,3023730,314.098328
2010-10-06,374,379.75,367.899994,370.225006,2346064,312.452637
2010-10-07,372.450012,373.5,359.5,362.725006,2312254,306.122955
2010-10-08,364.524994,366.049988,347.049988,352.524994,5141872,297.514618
2010-10-11,354.049988,359.899994,350.5,353.75,2266932,298.548492
2010-10-12,354.5,359.350006,352.5,357.674988,2924386,301.860992
2010-10-13,359.399994,369.875,357.100006,367.924988,3440122,310.511505
2010-10-14,368,372,355,359.125,3184188,303.084778
2010-10-15,362.024994,363.25,352.774994,355.325012,2345872,299.877747
2010-10-18,362,362,344,350.600006,4708334,295.890045
2010-10-19,354.125,355.875,348.049988,350.75,4203720,296.016602
2010-10-20,349.950012,354.950012,347.5,349.549988,2898738,295.003876
2010-10-21,350.475006,357.5,349.049988,356.399994,4364822,300.784973
2010-10-22,357.5,359.200012,349.549988,350.799988,1825938,296.058807
2010-10-25,351.75,360.125,350.549988,357.350006,4055336,301.586731
2010-10-26,359.600006,364.200012,357.5,358.475006,4422230,302.536224
2010-10-27,359.950012,367.100006,358.049988,364.475006,4016586,307.599884
2010-10-28,366.5,369.850006,360.674988,366.524994,6460580,309.329987
2010-10-29,371.174988,372.649994,352.799988,366.850006,5639100,309.604248
2010-11-01,372,385.5,369.924988,383.25,7258484,323.445129
2010-11-02,385,386,375,378.799988,3010558,319.689484
2010-11-03,379.674988,385,376.5,379.950012,3485120,320.660126
2010-11-04,383.524994,397.975006,382.700012,388.75,5243630,328.086853
2010-11-08,399.200012,399.200012,387.174988,388.424988,2619186,327.812531
2010-11-09,399.25,399.25,385.575012,390.524994,3576570,329.5849
2010-11-10,392.950012,404.924988,390.450012,403.174988,6669918,340.260864
2010-11-11,403.5,413.350006,403.5,406.825012,5873120,343.341339
2010-11-12,406.5,407.5,384,386.575012,5882410,326.251251
2010-11-15,386.899994,401.899994,383.125,399.975006,2646680,337.560272
2010-11-16,399.5,400.950012,387.5,389.149994,3866078,328.424438
2010-11-18,393.899994,393.899994,380,390.200012,3537676,329.310577
2010-11-19,393,393,373.5,376.5,3235580,317.748413
2010-11-22,378,386,367.200012,383.274994,3477512,323.466217
2010-11-23,385,389.75,372,381.075012,5636698,321.609528
2010-11-24,385,398.924988,383.975006,392.325012,5661098,331.104004
2010-11-25,394.5,399.399994,383.899994,390.274994,8334036,329.373871
2010-11-26,393.450012,394.75,375.100006,378.725006,3213206,319.626221
2010-11-29,380,387.399994,371.225006,385.225006,2520902,325.111969
2010-11-30,387.149994,391.75,378.5,382.649994,3357116,322.938751
2010-12-01,386,403.950012,383.5,401.25,3998890,338.636261
2010-12-02,405,407.399994,390.799988,394.774994,4022968,333.171661
2010-12-03,397,402,394.5,399.950012,4149926,337.539185
2010-12-06,402.899994,404.75,396,397.399994,1695766,335.387054
2010-12-07,397.049988,402.649994,396.5,400.475006,2069200,337.982178
2010-12-08,395,398.5,392,394.649994,2744072,333.066193
2010-12-09,395,396.5,375.5,380.174988,3721616,320.849915
2010-12-10,380,392.475006,375,390.375,4954314,329.458282
2010-12-13,395,395,379.649994,384.200012,5447910,324.246887
2010-12-14,384.5,384.5,376.524994,378.924988,4415392,319.795044
2010-12-15,378.575012,384.649994,373.549988,376.450012,5004014,317.706238
2010-12-16,376,376,360.5,366.475006,11975430,309.287781
2010-12-20,367.450012,377.399994,362.5,372.899994,3900342,314.710236
2010-12-21,373.049988,378.899994,373.049988,377.049988,1731572,318.212555
2010-12-22,377,382.450012,376.100006,378.100006,2135510,319.098755
2010-12-23,381.25,381.25,372.049988,375.674988,1995952,317.052185
2010-12-24,375,382.5,371.274994,380.899994,1476358,321.461823
2010-12-27,380.100006,383.450012,378,380.075012,800846,320.765594
2010-12-28,380,384.450012,375.625,382.174988,1423448,322.537872
2010-12-29,380.274994,387.450012,377.100006,386.575012,2068256,326.251251
2010-12-30,388.950012,391.350006,386.375,388.049988,4179444,327.496033
2010-12-31,387.174988,392.450012,387.174988,389.100006,983276,328.382202
2011-01-03,397.375,400.850006,392.100006,393.774994,3674214,332.327698
2011-01-04,393.549988,396,387.600006,390.625,3201716,329.669281
2011-01-05,390.625,394.5,382.600006,385.524994,2542148,325.365082
2011-01-06,388.5,389,379,385.625,3362466,325.449493
2011-01-07,382.100006,382.950012,366.024994,370.149994,5000746,312.389282
2011-01-10,370.5,375,361.024994,364.274994,2875516,307.431122
2011-01-11,364.75,371.475006,363,367.475006,2192548,310.131775
2011-01-12,368.649994,376.950012,362.5,375.625,2933516,317.01001
2011-01-13,373.649994,379.649994,366.875,368.850006,2129098,311.292206
2011-01-14,366.549988,376.700012,364.850006,369.774994,3220780,312.072815
2011-01-17,365.274994,373.100006,365.274994,368.825012,2076858,311.271088
2011-01-18,369.975006,375.975006,368.700012,373.200012,2953880,314.963379
2011-01-19,373,382.899994,372.75,375.424988,4056480,316.841187
2011-01-20,375.700012,382.375,375,380.149994,4019932,320.828857
2011-01-21,376.225006,387.799988,376.225006,385.100006,4604140,325.006409
2011-01-24,385.549988,398.399994,385.549988,395.799988,4429296,334.036743
2011-01-25,395.524994,399.350006,383.25,385.649994,3060040,325.470612
2011-01-27,388.950012,388.950012,362.75,366.774994,7676224,309.540985
2011-01-28,367.5,367.524994,338.5,348.950012,10172806,294.497498
2011-01-31,339.5,358.899994,338.5,356.674988,4297722,301.017059
2011-02-01,358,359,348.575012,352.899994,3566886,297.831116
2011-02-02,358.450012,359.950012,346.25,350.274994,3056802,295.615784
2011-02-03,347.049988,355.950012,347.049988,352.825012,2994606,297.767883
2011-02-04,349.5,352,330.5,334.75,5693360,282.513397
2011-02-07,339.5,340.899994,331.649994,334.600006,3711164,282.38681
2011-02-08,339.25,339.25,312.075012,313.850006,6482610,264.874756
2011-02-09,314.75,333.350006,309.450012,327.600006,12804616,276.479126
2011-02-10,327.5,330.950012,321.200012,326.299988,3721688,275.381989
2011-02-11,324.274994,334.75,318.174988,332.600006,4956350,280.698883
2011-02-14,332.549988,344.799988,332.549988,340.049988,4315510,286.986328
2011-02-15,339.049988,339.899994,327.350006,334.024994,3997940,281.901459
2011-02-16,334,334,323.274994,327.899994,3476762,276.7323
2011-02-17,330,336.75,324.274994,334.774994,4597826,282.534424
2011-02-18,334.549988,338.899994,323.075012,324.799988,2956902,274.115997
2011-02-21,325,327.024994,317.5,325.5,2145022,274.706818
2011-02-22,322.450012,322.5,315.524994,319.875,2440704,269.959534
2011-02-23,320.5,324.399994,316.75,320.299988,2637332,270.318237
2011-02-24,317.125,320,303.024994,308,6912314,259.937622
2011-02-25,313.174988,313.5,293.600006,297.600006,5959942,251.160507
2011-02-28,296.75,321.25,292.5,307.875,11510142,259.832123
2011-03-01,312,335.450012,309.899994,332.149994,12328552,280.319092
2011-03-03,328.5,338.450012,326.725006,335.924988,7782578,283.505066
2011-03-04,341.774994,346,336.100006,338.075012,6034444,285.31958
2011-03-07,335,335,324.075012,330.875,2602778,279.243042
2011-03-08,333.924988,335,330.200012,332.350006,1915264,280.487915
2011-03-09,332.674988,336.875,332,334.549988,3122696,282.344604
2011-03-10,332.450012,337,331.125,334.924988,2917362,282.661072
2011-03-11,332.25,332.899994,325.75,328.149994,2156372,276.943298
2011-03-14,327.625,333.75,326.375,330.725006,2198460,279.116455
2011-03-15,323.100006,328.5,317.600006,322.200012,3620494,271.921753
2011-03-16,325,331.299988,323.549988,330,2225270,278.504608
2011-03-17,326.049988,332.375,326.049988,328.100006,2150908,276.901062
2011-03-18,329,331.475006,312.299988,315.549988,3856988,266.309448
2011-03-21,319.700012,322.450012,313.850006,320.549988,2360246,270.529266
2011-03-22,322,328.475006,320,327.049988,1720280,276.014923
2011-03-23,327.75,327.75,320.475006,323.049988,3843974,272.63916
2011-03-24,325,334.225006,324.25,332.75,2991290,280.8255
2011-03-25,342.274994,342.274994,331.475006,336.725006,3181136,284.180206
2011-03-28,339.450012,342.225006,335.049988,338.975006,2828276,286.079102
2011-03-29,339.674988,345,337.125,343.174988,1930810,289.623688
2011-03-30,344.600006,356,344.600006,354.975006,4072464,299.582336
2011-03-31,354.5,358.299988,342.524994,350.174988,6478300,295.531342
2011-04-01,350.25,358,348.575012,355.524994,2832206,300.046509
2011-04-04,356.5,374,355.024994,372,4891860,313.950653
2011-04-05,374.450012,374.450012,363.549988,366.725006,2042660,309.49881
2011-04-06,365.049988,370.5,359.325012,363.325012,1845794,306.629364
2011-04-07,363.75,369.450012,360.5,366.649994,1816444,309.435486
2011-04-08,366.5,368.25,360.5,364.649994,1901040,307.747559
2011-04-11,362.625,362.625,353.825012,355,2295382,299.603424
2011-04-13,354,366.350006,351.475006,364.5,2394120,307.621002
2011-04-15,361.649994,367.450012,359.100006,362.225006,2141846,305.701019
2011-04-18,362.5,369.700012,359.625,361.075012,2596894,304.730469
2011-04-19,357.049988,367.850006,357.049988,363,3549108,306.355072
2011-04-20,367.450012,385,366.5,381.625,6623506,322.0737
2011-04-21,381.625,387.399994,376.799988,382.325012,4247300,322.664429
2011-04-25,383.350006,389.475006,380,383.924988,2350256,324.01474
2011-04-26,382.5,384,374.024994,378.325012,2453096,319.288666
2011-04-27,379.924988,387.5,379,385.200012,2958010,325.090851
2011-04-28,383.549988,387.325012,380.299988,385.125,2282926,325.027496
2011-04-29,383.049988,385.5,372.125,378.200012,2145334,319.183167
2011-05-02,381,382.899994,368.700012,370.825012,2499470,312.959015
2011-05-03,368.125,369.674988,350.299988,354.049988,5306574,298.801636
2011-05-04,355,356.450012,342.149994,351.975006,3456298,297.050476
2011-05-05,353,357.149994,342.5,346.25,2150516,292.218842
2011-05-06,346.100006,360.5,346.100006,357.200012,3179698,301.460144
2011-05-09,360,362,352.25,355.125,2187694,299.708893
2011-05-10,355.024994,358.325012,347.600006,349.799988,2241276,295.214874
2011-05-11,348.549988,352.274994,346.149994,349.049988,2494810,294.581879
2011-05-12,347.5,352.674988,342.5,344.625,2286104,290.847382
2011-05-13,343.5,349.524994,337.899994,345.424988,3846000,291.522552
2011-05-16,344.5,344.5,334.450012,336.325012,2942882,283.842651
2011-05-17,335.75,341.875,332.524994,335.25,2858850,282.935394
2011-05-18,337.899994,337.899994,327.950012,335.200012,2545688,282.893188
2011-05-19,338.950012,341.375,336,338.075012,1707394,285.31958
2011-05-20,341,346.850006,336.75,345.424988,1690740,291.522552
2011-05-23,340.25,344.899994,339.575012,343.424988,1464506,289.834625
2011-05-24,341.100006,345,337.25,343.575012,1631474,289.961273
2011-05-25,346,346,339.200012,340.625,1153150,287.471619
2011-05-26,341.274994,350.5,330.700012,342.424988,6743098,288.990723
2011-05-27,340.625,353.950012,340.625,352.450012,3584940,297.451355
2011-05-30,353.5,356.225006,329.625,331.524994,9630202,279.791595
2011-05-31,333.5,340,324.475006,336.049988,12347424,283.610504
2011-06-01,336.5,341.725006,336.049988,337.924988,3062502,285.192902
2011-06-02,334.5,334.825012,328.5,330.75,3282586,279.137543
2011-06-03,331.5,336.725006,331.5,334.524994,2481004,282.323517
2011-06-06,331.5,332.5,326.625,328.799988,2586026,277.491882
2011-06-07,327.5,333.350006,327.049988,332.125,2609038,280.298004
2011-06-08,327.950012,333.475006,325.975006,332.149994,2801962,280.319092
2011-06-09,330.100006,334.674988,330.100006,332.725006,2413294,280.804413
2011-06-10,332.649994,334.125,328.899994,331.100006,1625844,279.432953
2011-06-13,331.700012,335.25,328.975006,332.100006,2516510,280.276917
2011-06-14,332.549988,337.950012,332.549988,335.825012,2332576,283.420593
2011-06-15,334.100006,339.924988,331.549988,332.424988,1769380,280.551178
2011-06-16,325.299988,332.850006,325.299988,328.549988,2926134,277.280823
2011-06-17,326.649994,330,320.924988,322.049988,3508586,271.795166
2011-06-20,323.5,323.5,308.350006,316.625,4543106,267.216736
2011-06-21,319.299988,321.25,316,317.225006,1609290,267.723083
2011-06-22,319.600006,325.274994,317.125,324.350006,2835006,273.736267
2011-06-23,322.375,328,321.299988,326.725006,2707678,275.740662
2011-06-24,328.5,338.125,328.024994,336.899994,2583302,284.327881
2011-06-27,334.700012,350.799988,333,346.649994,7790954,292.556427
2011-06-28,346.25,350.450012,343.549988,347.125,2618356,292.957336
2011-06-29,348,352.399994,344.5,345.725006,2267666,291.775757
2011-06-30,346.549988,352.5,345.600006,350.950012,3799826,296.185455
2011-07-01,355.899994,355.899994,344.174988,345.899994,2148088,291.923462
2011-07-04,351,353.475006,349.274994,351.600006,3128130,296.734009
2011-07-05,352.924988,361.399994,351.200012,358.600006,3936710,302.641632
2011-07-06,358.75,360,354.5,357.600006,2583022,301.797699
2011-07-07,358.5,364,357.100006,363.075012,2820428,306.418304
2011-07-08,362.200012,369.225006,355.549988,358.799988,3106930,302.810455
2011-07-11,358.5,367.399994,356.149994,363.375,2753104,306.671539
2011-07-12,358.149994,362.399994,350.049988,351.674988,2397508,296.797302
2011-07-13,352.274994,361.700012,352.274994,359.149994,2142282,303.105804
2011-07-14,355.450012,361.450012,351.5,357.625,2148456,310.908447
2011-07-15,356.575012,361.899994,353.575012,360.575012,2097732,313.473083
2011-07-18,358.875,360.049988,352.25,353.399994,1580096,307.235321
