"Date","RELINFRA.NS.Open","RELINFRA.NS.High","RELINFRA.NS.Low","RELINFRA.NS.Close","RELINFRA.NS.Volume","RELINFRA.NS.Adjusted"
2009-01-14,552.623,617.571,552.623,523.349976,4175314,459.308716
2009-01-15,570.911,589.085,547.04,502.899994,5224848,441.361176
2009-01-16,580.938,625.205,571.253,540.950012,4909870,474.755066
2009-01-19,618.71,627.826,603.898,535.349976,3473443,469.840271
2009-01-20,602.417,643.436,585.895,551.400024,5627366,483.926239
2009-01-21,613.013,630.105,586.806,520.349976,5082534,456.675781
2009-01-22,598.201,614.608,547.496,486.399994,5178697,426.880157
2009-01-23,548.521,578.83,540.375,487.299988,5231028,427.670105
2009-01-27,568.575,620.989,565.157,539.400024,5133832,473.394714
2009-01-28,620.875,638.081,605.037,556.599976,4435618,488.489929
2009-01-29,628.965,649.475,620.306,555.849976,5146349,487.831726
2009-01-30,620.989,671.01,610.222,582.900024,5057219,511.571777
2009-02-02,654.545,657.679,586.806,520.549988,4892157,456.851318
2009-02-03,598.201,619.85,576.153,523.150024,7464330,459.133179
2009-02-04,604.012,620.647,585.667,520.150024,5205204,456.500366
2009-02-05,595.181,603.898,578.033,519.849976,4789797,456.236969
2009-02-06,600.366,625.319,599.34,540.849976,4202142,474.667236
2009-02-09,615.406,662.692,615.406,578.049988,4631152,507.315186
2009-02-10,655.172,680.126,622.242,563.5,8038633,494.545685
2009-02-11,616.488,631.586,600.707,541.299988,7623600,475.062225
2009-02-12,612.5,639.733,605.664,550.150024,5518185,482.829315
2009-02-13,637.91,660.413,637.796,569.849976,6201076,500.118561
2009-02-16,647.082,659.046,600.707,533.25,5317232,467.997223
2009-02-17,602.53,602.53,578.431,518.900024,4107268,455.40329
2009-02-18,625.205,625.205,562.138,501.25,8182341,439.913025
2009-02-19,560.201,585.61,560.201,508.399994,5773810,446.188141
2009-02-20,568.518,575.355,553.991,489.950012,3962923,429.99585
2009-02-24,547.553,565.043,532.513,489.25,5066859,429.381439
2009-02-25,564.018,589.541,564.018,506.850006,4389353,444.827789
2009-02-26,569.715,586.692,569.715,509.399994,4426820,447.065765
2009-02-27,578.83,582.704,545.046,491.049988,5015380,430.961212
2009-03-02,545.787,546.698,503.628,446.450012,4548792,391.818848
2009-03-03,510.464,522.998,493.601,436.299988,6378843,382.910858
2009-03-04,501.463,526.417,499.355,456.25,5844424,400.419617
2009-03-05,521.859,531.544,496.848,442.5,6048999,388.352173
2009-03-06,496.962,519.466,488.132,451.75,6127409,396.470276
2009-03-09,501.349,511.604,495.652,439.200012,3520748,385.456024
2009-03-12,522.998,522.998,497.133,441.950012,3863370,387.869537
2009-03-13,517.871,534.734,514.225,466.649994,3439293,409.546997
2009-03-16,536.159,542.824,507.73,464.600006,8196415,407.747833
2009-03-17,530.974,542.255,521.859,464.350006,5110027,407.528442
2009-03-18,533.709,564.018,533.709,480.299988,5489685,421.526611
2009-03-19,553.763,564.018,539.748,485.149994,4168118,425.783203
2009-03-20,551.484,555.985,536.842,483.100006,3696150,423.984009
2009-03-23,562.878,612.899,560.713,530.400024,4548502,465.496063
2009-03-24,604.012,622.926,573.418,508.299988,6668222,446.100342
2009-03-25,575.412,617.001,575.412,537.650024,7216069,471.858856
2009-03-26,617.571,648.791,608.626,564.25,6821242,495.203827
2009-03-27,598.543,658.42,598.543,567.75,8716120,498.275482
2009-03-30,626.743,631.244,565.157,502.850006,6663472,441.317261
2009-03-31,582.249,606.632,574.671,515.549988,7749109,452.463196
2009-04-01,592.503,637.739,577.919,550,7972831,482.697632
2009-04-02,649.475,679.955,642.638,575.25,7310933,504.857819
2009-04-06,682.177,701.718,633.067,612.5,12436225,537.549622
2009-04-08,673.403,713.283,652.039,618.200012,9619007,542.552124
2009-04-09,722.17,761.139,698.299,655.099976,11075499,574.936768
2009-04-13,758.86,774.584,726.216,664.599976,6749908,583.27417
2009-04-15,740.629,826.827,729.349,710.200012,7213876,623.294312
2009-04-16,814.92,835.43,715.562,644.849976,10297564,565.940918
2009-04-17,747.466,794.41,735.502,658.549988,7844741,577.9646
2009-04-20,767.976,811.787,754.587,696,10135889,610.831848
2009-04-21,770.482,785.637,754.302,673.849976,8346219,591.392395
2009-04-22,774.812,799.88,752.081,668.349976,6656104,586.565369
2009-04-23,765.697,816.572,754.416,712.349976,7028200,625.181152
2009-04-24,815.832,851.154,801.475,740.5,5775820,649.886475
2009-04-27,832.353,856.281,799.139,710.849976,5989415,623.864685
2009-04-28,812.299,824.833,745.187,661.549988,7111375,580.597473
2009-04-29,763.418,796.746,763.418,695.200012,5903158,610.129883
2009-04-30,790.536,790.536,790.536,693.799988,0,608.901062
2009-05-04,815.775,875.082,815.775,750.450012,4998365,658.618958
2009-05-05,855.826,917.697,846.425,795.150024,6764431,697.849182
2009-05-06,910.86,947.322,890.578,800.799988,8494504,702.807739
2009-05-07,921.799,948.006,913.823,811.799988,5031697,712.46167
2009-05-08,927.496,930.914,861.807,768.650024,4667154,674.59198
2009-05-11,888.755,903.454,850.641,763,4574857,669.633179
2009-05-12,871.664,905.847,856.851,789.900024,4774829,693.241516
2009-05-13,908.011,940.029,881.463,798,7292609,700.350403
2009-05-14,892.059,932.509,872.005,809.599976,5545685,710.530945
2009-05-15,945.67,965.895,921.058,820.200012,4119317,719.83374
2009-05-18,1012.953,1196.401,1012.953,1011.049988,17291,887.329895
2009-05-19,1196.401,1298.266,1034.203,1063.599976,7053171,933.449463
2009-05-20,1179.31,1285.049,1176.746,1094.25,3189301,960.348877
2009-05-21,1219.76,1287.556,1219.76,1112.25,3434265,976.146057
2009-05-22,1264.767,1308.065,1232.35,1121.300049,3838911,984.088806
2009-05-25,1254.512,1308.977,1202.098,1134.050049,2367785,995.27887
2009-05-26,1281.858,1327.436,1259.64,1121.900024,3370927,984.615356
2009-05-27,1338.602,1477.84,1305.786,1288.349976,6782177,1130.697266
2009-05-28,1472.143,1494.932,1409.474,1271.900024,4423409,1116.260254
2009-05-29,1458.47,1507.351,1435.909,1272,3558149,1116.348022
2009-06-01,1476.701,1509.061,1464.623,1301.900024,2000693,1142.589233
2009-06-02,1488.323,1503.933,1384.521,1243.150024,3516318,1091.028198
2009-06-03,1452.089,1452.203,1380.077,1231.25,2456732,1080.584595
2009-06-04,1394.662,1464.167,1380.989,1273.800049,2451351,1117.927856
2009-06-05,1459.723,1473.055,1381.729,1226.75,2001565,1076.635132
2009-06-08,1412.893,1418.248,1263.115,1123.25,2900571,985.800171
2009-06-09,1278.44,1327.492,1248.074,1148.449951,2376749,1007.916565
2009-06-10,1349.085,1420.641,1320.599,1217,2623745,1068.078125
2009-06-11,1395.46,1407.196,1333.133,1192.800049,2359690,1046.839478
2009-06-12,1367.316,1429.984,1333.247,1180.599976,3385520,1036.132446
2009-06-15,1333.133,1421.666,1308.692,1196.900024,4129839,1050.437744
2009-06-16,1351.079,1461.489,1334.443,1269.449951,4037989,1114.109985
2009-06-17,1435.682,1520.569,1413.178,1261.900024,5966443,1107.483765
2009-06-18,1445.936,1477.498,1338.944,1199.949951,4228272,1053.114502
2009-06-19,1401.499,1453.172,1342.875,1262.150024,3641587,1107.703125
2009-06-22,1480.119,1559.537,1367.316,1208.349976,3113800,1060.486572
2009-06-23,1347.945,1406.227,1317.181,1223.400024,3942902,1073.694946
2009-06-24,1412.893,1445.367,1385.148,1259.849976,2766886,1105.684692
2009-06-25,1449.355,1464.167,1395.004,1238.25,2341297,1086.727905
2009-06-26,1434.485,1449.127,1390.389,1264.5,2353242,1109.765625
2009-06-29,1445.936,1481.145,1426.566,1268.400024,2287582,1113.188599
2009-06-30,1460.749,1462.344,1348.287,1196.699951,2497739,1050.262207
2009-07-01,1378.71,1420.641,1327.493,1232.349976,3097228,1081.549805
2009-07-02,1410.532,1436.59,1372.125,1252.849976,3177001,1105.822632
2009-07-03,1367.083,1472.618,1367.083,1291.849976,2721999,1140.245728
2009-07-06,1485.307,1526.037,1253.221,1130.75,7186766,998.051514
2009-07-07,1302.901,1327.826,1240.702,1157.5,4413579,1021.66217
2009-07-08,1279.222,1297.236,1204.504,1074.599976,4587341,948.491028
2009-07-09,1236.057,1267.779,1195.497,1100.75,3643511,971.572205
2009-07-10,1257.583,1270.952,1138.622,1028.150024,3666472,907.492126
2009-07-13,1143.154,1151.538,1077.443,964.450012,4247485,851.267639
2009-07-14,1123.894,1197.536,1120.268,1054.099976,3764683,930.396851
2009-07-15,1213.397,1258.716,1202.634,1104.699951,2774762,975.058594
2009-07-16,1283.641,1286.813,1170.685,1060.400024,3679959,935.95752
2009-07-17,1218.043,1321.765,1218.043,1152.599976,4395327,1017.337219
2009-07-20,1316.78,1334.624,1245.46,1134.800049,3559477,1001.626282
2009-07-21,1286.473,1328.676,1258.886,1127.75,3644220,995.403564
2009-07-22,1291.572,1324.314,1219.572,1090.699951,3450204,962.701538
2009-07-23,1253.788,1333.321,1253.788,1166.150024,3403715,1029.297119
2009-07-24,1355.017,1358.416,1287.493,1168.800049,3912894,1031.63623
2009-07-27,1331.112,1345.387,1292.705,1163.699951,2779521,1027.134644
2009-07-28,1325.56,1386.06,1310.832,1210.400024,3600651,1068.35437
2009-07-29,1365.044,1375.071,1280.242,1165.199951,4176112,1028.458618
2009-07-30,1324.427,1351.505,1289.532,1184,2596338,1045.052612
2009-07-31,1365.214,1386.627,1343.121,1205.550049,2679755,1064.073486
2009-08-03,1370.879,1407.133,1329.696,1221.949951,2482334,1078.548828
2009-08-04,1393.538,1396.937,1323.294,1187.449951,3424337,1048.097534
2009-08-05,1370.652,1387.873,1353.884,1213.199951,3431332,1070.825806
2009-08-06,1365.214,1391.272,1323.294,1175.949951,3201691,1037.947021
2009-08-07,1319.272,1328.959,1282.508,1146.800049,2934723,1012.218079
2009-08-10,1319.895,1343.688,1287.493,1143.099976,2509231,1008.952209
2009-08-11,1302.901,1327.486,1275.823,1140.699951,1979142,1006.833862
2009-08-12,1275.71,1288.173,1241.155,1129.25,2246821,996.727661
2009-08-13,1298.369,1330.092,1291.685,1167.5,1762735,1030.48877
2009-08-14,1314.288,1366.347,1310.435,1188.150024,2152292,1048.715332
2009-08-17,1309.699,1327.826,1241.778,1110.650024,2236508,980.310425
2009-08-18,1263.248,1308.566,1244.667,1135.349976,2154893,1002.111755
2009-08-19,1260.585,1297.01,1209.319,1081.300049,2622833,954.404907
2009-08-20,1257.583,1260.982,1233.507,1094.849976,2000382,966.364624
2009-08-21,1233.791,1265.91,1215.38,1107.300049,2108820,977.353638
2009-08-24,1299.502,1299.502,1275.767,1137.75,1275026,1004.230103
2009-08-25,1275.71,1307.433,1225.86,1140.5,2200977,1006.657349
2009-08-26,1292.138,1311.285,1249.482,1147,1488190,1012.39447
2009-08-27,1296.103,1305.167,1281.375,1139.5,1876598,1005.774719
2009-08-28,1289.306,1331.225,1280.242,1169.400024,2468851,1032.165894
2009-08-31,1316.497,1323.294,1291.855,1145.75,1601704,1011.291321
2009-09-01,1308.566,1327.826,1255.43,1124.75,1707205,992.755676
2009-09-02,1263.191,1288.796,1255.543,1121.25,1587999,989.666443
2009-09-03,1275.71,1293.158,1263.248,1118.75,1005003,987.459656
2009-09-04,1274.577,1300.578,1256.733,1143.849976,1253824,1009.614319
2009-09-07,1302.901,1321.029,1297.236,1160.599976,1036009,1024.398438
2009-09-08,1324.427,1392.405,1321.141,1204.650024,3409991,1063.279297
2009-09-09,1370.878,1370.878,1336.946,1192.349976,1547714,1052.422607
2009-09-10,1370.879,1378.243,1322.161,1174,1540246,1036.225952
2009-09-11,1339.156,1346.86,1307.66,1164.900024,1254015,1028.193848
2009-09-14,1314.174,1336.777,1302.901,1169.650024,917413,1032.386475
2009-09-15,1370.765,1373.144,1335.53,1204.199951,1273070,1062.881836
2009-09-16,1382.208,1388.383,1340.345,1191,1641852,1051.230957
2009-09-17,1365.214,1369.066,1325.56,1191.5,1156062,1051.672241
2009-09-18,1336.89,1428.659,1336.89,1243.150024,3296713,1097.260986
2009-09-22,1410.532,1427.526,1391.272,1245.75,1817581,1099.555786
2009-09-23,1393.594,1415.857,1373.258,1216.699951,1407440,1073.914917
2009-09-24,1359.945,1387.76,1352.298,1215,1515440,1072.414551
2009-09-25,1349.352,1389.912,1349.352,1207.300049,1420648,1065.618286
2009-09-29,1382.208,1386.74,1362.948,1214.400024,997134,1071.884766
2009-09-30,1376.543,1403.055,1365.61,1221.25,1465823,1077.93103
2009-10-01,1386.74,1393.424,1359.549,1207,889432,1065.353271
2009-10-05,1348.22,1416.197,1343.291,1221.199951,1899557,1077.886719
2009-10-06,1387.986,1463.781,1350.882,1283.349976,3089143,1132.743286
2009-10-07,1470.579,1494.371,1428.943,1268.900024,2804230,1119.989136
2009-10-08,1453.584,1517.823,1439.083,1331.650024,2348406,1175.375122
2009-10-09,1518.163,1522.015,1456.587,1293.599976,1635320,1141.790405
2009-10-12,1484.174,1551.812,1468.313,1358,2715587,1198.632813
2009-10-13,1537.877,1537.877,1537.877,1357.400024,0,1198.103149
2009-10-14,1540.935,1591.239,1482.362,1320.300049,3549567,1165.357178
2009-10-15,1497.77,1518.163,1436.42,1276.849976,2622525,1127.005981
2009-10-16,1452.451,1495.504,1449.562,1296.400024,1470694,1144.261963
2009-10-20,1476.244,1500.036,1457.21,1304.300049,1722114,1151.234619
2009-10-21,1472.845,1501.112,1455.85,1290.550049,1366836,1139.098511
2009-10-22,1466.387,1467.18,1406,1250.199951,1483379,1103.483521
2009-10-23,1438.856,1444.521,1385.38,1231.099976,1225475,1086.625122
2009-10-26,1403.734,1410.532,1348.333,1201.300049,1192728,1060.322266
2009-10-27,1353.884,1353.884,1302.901,1163.300049,1248397,1026.781738
2009-10-28,1313.721,1333.491,1280.355,1138.650024,1041561,1005.024475
2009-10-29,1302.901,1302.901,1238.889,1108.800049,1476551,978.677551
2009-10-30,1274.521,1292.705,1183.941,1056.349976,2255269,932.382629
2009-11-03,1195.27,1201.841,1104.634,991.450012,3325789,875.09906
2009-11-04,1144.287,1176.973,1121.855,1030.900024,1753614,909.919373
2009-11-05,1164.68,1246.253,1128.426,1088.800049,2480611,961.024536
2009-11-06,1288.173,1293.837,1223.651,1093.099976,2398105,964.820007
2009-11-09,1246.253,1272.311,1216.57,1117.050049,1619178,985.959229
2009-11-10,1280.242,1340.742,1238.323,1100.849976,3308496,971.660461
2009-11-11,1247.386,1328.846,1247.386,1162.550049,1897248,1026.119751
2009-11-12,1317.629,1329.639,1274.577,1141.699951,1910196,1007.716614
2009-11-13,1291.685,1323.181,1271.178,1154.800049,1640127,1019.279297
2009-11-16,1324.427,1333.208,1310.832,1166.099976,1224810,1029.253052
2009-11-17,1321.029,1357.283,1298.483,1188.900024,1868635,1049.377197
2009-11-18,1359.549,1359.549,1291.572,1145.800049,2692548,1011.335327
2009-11-19,1307.433,1312.984,1242.345,1103.949951,2026368,974.396667
2009-11-20,1246.253,1257.017,1204.334,1098.449951,2931838,969.541931
2009-11-23,1233.791,1256.45,1217.929,1090.599976,1881967,962.613281
2009-11-24,1246.253,1246.253,1198.329,1070.650024,2143800,945.004639
2009-11-25,1206.6,1231.185,1190.908,1059.699951,2894471,935.339539
2009-11-26,1198.669,1209.659,1161.678,1033.699951,2117733,912.390747
2009-11-27,1150.688,1187.339,1121.798,1041.199951,2242308,919.010681
2009-11-30,1197.536,1212.151,1179.862,1047.449951,1460648,924.5271
2009-12-01,1196.29,1237.643,1190.908,1080.599976,2270244,953.786804
2009-12-02,1234.924,1234.924,1195.383,1060.599976,1296074,936.133972
2009-12-03,1208.583,1225.86,1186.377,1056.599976,1854140,932.603271
2009-12-04,1188.472,1233.791,1183.034,1065.650024,2006677,940.591309
2009-12-07,1206.6,1216.4,1184.167,1051.050049,1428921,927.704773
2009-12-08,1178.276,1219.062,1168.476,1074.099976,1160847,948.049683
2009-12-09,1206.6,1210.905,1189.775,1054.449951,1406703,930.705627
2009-12-10,1197.536,1219.685,1190.738,1062.5,1170336,937.811035
2009-12-11,1214.644,1221.895,1193.118,1067.400024,1381674,942.135986
2009-12-14,1212.264,1228.579,1192.154,1057.699951,1286253,933.57428
2009-12-15,1200.935,1213.397,1169.609,1041.550049,1121749,919.319641
2009-12-16,1183.941,1191.645,1160.092,1039.949951,1173025,917.907288
2009-12-17,1166.946,1182.751,1119.362,1033.449951,1353297,912.170044
2009-12-18,1164.68,1178.276,1157.486,1029,1024506,908.24231
2009-12-21,1167.06,1174.31,1156.75,1026.900024,919554,906.388794
2009-12-22,1172.611,1185.074,1168.476,1035.699951,654809,914.156067
2009-12-23,1179.409,1218.496,1173.744,1069.75,1224756,944.210266
2009-12-24,1217.929,1257.47,1212.661,1102.650024,2101579,973.249146
2009-12-29,1255.317,1295.763,1248.745,1131.75,1851093,998.934387
2009-12-30,1285.907,1310.832,1280.639,1150.349976,1726534,1015.351318
2009-12-31,1274.577,1317.856,1266.477,1146.75,1276482,1012.173828
2010-01-04,1305.167,1333.038,1283.868,1171.349976,1322373,1033.886841
2010-01-05,1337.343,1357.283,1329.129,1192.300049,1728903,1052.378418
2010-01-06,1353.771,1355.923,1313.721,1163.75,1790902,1027.178955
2010-01-07,1323.294,1338.759,1312.361,1165.800049,951911,1028.988281
2010-01-08,1356.15,1356.15,1306.923,1164.050049,1184570,1027.443726
2010-01-11,1337.909,1337.909,1312.984,1161.599976,1069958,1025.28125
2010-01-12,1318.876,1322.785,1274.577,1133.349976,1483132,1000.346313
2010-01-13,1276.843,1300.635,1263.757,1139.699951,1357355,1005.951111
2010-01-14,1301.259,1301.655,1269.026,1125.099976,1110021,993.064453
2010-01-15,1290.099,1292.591,1271.292,1126.050049,753041,993.903076
2010-01-18,1272.311,1294.744,1268.969,1128.75,845596,996.286377
2010-01-19,1281.375,1306.357,1269.366,1123.199951,1985973,991.387512
2010-01-20,1290.439,1293.101,1250.898,1109.900024,1051072,979.648438
2010-01-21,1257.583,1264.381,1209.772,1074.099976,1101724,948.049683
2010-01-22,1200.935,1217.929,1182.808,1058.849976,1089693,934.589233
2010-01-25,1193.004,1210.905,1183.941,1061.599976,619343,937.016479
2010-01-27,1194.93,1202.351,1159.016,1032.599976,1530056,911.4198
2010-01-28,1184.111,1188.132,1165.927,1035.199951,1085087,913.714722
2010-01-29,1166.436,1189.265,1123.101,1034.199951,1491610,912.832092
2010-02-01,1165.813,1200.935,1152.558,1043,992922,920.599426
2010-02-02,1193.854,1194.591,1159.016,1029.25,901864,908.462952
2010-02-03,1172.611,1200.085,1169.269,1040.400024,985304,918.304626
2010-02-04,1178.389,1188.359,1162.414,1037.099976,988691,915.391724
2010-02-05,1155.617,1187.283,1142.418,1034.5,1321133,913.096924
2010-02-08,1178.276,1185.527,1136.47,1041.150024,967745,918.966492
2010-02-09,1179.409,1216.91,1159.355,1058.900024,1030109,934.633484
2010-02-10,1215.663,1224.727,1185.3,1054.25,1344615,930.529236
2010-02-11,1200.992,1220.875,1196.177,1063.5,681194,938.693604
2010-02-15,1206.713,1213.341,1175.5,1044.800049,615039,922.188232
2010-02-16,1189.605,1197.989,1176.406,1049.75,535813,926.557251
2010-02-17,1200.935,1211.132,1179.522,1050.949951,623077,927.616394
2010-02-18,1197.196,1197.196,1156.976,1027.25,680473,906.697754
2010-02-19,1167.173,1167.173,1132.958,1003.200012,1161054,885.470093
2010-02-22,1157.883,1162.868,1115.963,987.650024,1309958,871.744934
2010-02-23,1115.963,1127.18,1099.252,975.650024,1469002,861.153198
2010-02-24,1093.304,1119.362,1088.772,963.75,917399,850.649719
2010-02-25,1099.082,1102.028,1078.009,958.599976,1505423,846.104126
2010-02-26,1079.709,1151.085,1076.423,1003.450012,2804251,885.690735
2010-03-02,1151.085,1162.414,1106.333,994.75,1451695,878.011719
2010-03-03,1131.825,1154.484,1127.349,1005.849976,1022233,887.809082
2010-03-04,1140.888,1166.946,1139.245,1025,1135753,904.711853
2010-03-05,1172.045,1180.372,1161.848,1037.099976,938489,915.391724
2010-03-08,1184.45,1188.926,1142.927,1018.799988,1115232,899.23938
2010-03-09,1157.882,1160.885,1130.465,1000.799988,1137309,883.351807
2010-03-10,1139.755,1155.277,1128.766,1002.450012,1862692,884.808167
2010-03-11,1140.095,1141.908,1121.231,1001.450012,1114042,883.925537
2010-03-12,1138.509,1140.322,1122.931,999.549988,1181201,882.248535
2010-03-15,1127.293,1127.293,1096.703,975.450012,1260729,860.976685
2010-03-16,1110.298,1126.84,1100.668,991.049988,1329089,874.745911
2010-03-17,1126.613,1151.085,1126.613,1000.349976,1393494,882.954529
2010-03-18,1134.657,1156.41,1126.726,1016.400024,1046985,897.120972
2010-03-19,1155.617,1166.663,1144.4,1024.699951,989593,904.446899
2010-03-22,1144.287,1164.68,1076.48,1015.349976,925497,896.194275
2010-03-23,1155.617,1164.68,1146.553,1023.549988,1122196,903.431885
2010-03-25,1165.247,1270.612,1154.427,1023.200012,1539111,903.123047
2010-03-26,1169.212,1169.212,1135.223,1006.049988,1779117,887.985657
2010-03-29,1147.686,1149.952,1129.672,1003.599976,1164124,885.82312
2010-03-30,1142.021,1146.553,1121.628,992.450012,767084,875.981689
2010-03-31,1127.293,1148.422,1127.293,999.049988,965572,881.807129
2010-04-01,1142.814,1164.001,1134.09,1015.099976,1720961,895.973572
2010-04-05,1161.282,1214.984,1161.282,1066.550049,1855297,941.385681
2010-04-06,1213.567,1243.987,1204.56,1087.800049,1653853,960.141968
2010-04-07,1234.81,1268.233,1227.843,1108.5,1945570,978.41272
2010-04-08,1249.652,1274.577,1229.995,1096.150024,2107377,967.512024
2010-04-09,1245.12,1262.115,1242.288,1101.550049,702441,972.278442
2010-04-12,1257.356,1267.213,1228.693,1104.199951,1040824,974.617126
2010-04-13,1254.184,1274.52,1239.795,1118.900024,1221971,987.592285
2010-04-15,1274.577,1300.409,1262.851,1122.449951,1646950,990.725464
2010-04-16,1268.912,1280.129,1249.879,1116.550049,1193408,985.518005
2010-04-19,1246.253,1258.489,1228.069,1088.75,1038043,960.980469
2010-04-20,1239.456,1274.521,1234.924,1116.449951,909342,985.429626
2010-04-21,1279.109,1292.705,1272.708,1138.949951,1055590,1005.289124
2010-04-22,1290.665,1308.566,1265.173,1127.199951,1451359,994.918335
2010-04-23,1280.129,1287.946,1261.322,1123.25,737827,991.431824
2010-04-26,1282.395,1284.207,1258.659,1115.800049,434660,984.856018
2010-04-27,1263.248,1297.123,1257.583,1136.25,1080999,1002.906067
2010-04-28,1269.479,1280.242,1253.618,1114.449951,964665,983.664368
2010-04-29,1256.79,1280.242,1256.79,1125.5,772044,993.417786
2010-04-30,1277.976,1312.418,1275.71,1137.400024,809131,1003.921204
2010-05-03,1285.397,1285.397,1242.401,1101.550049,781161,972.278442
2010-05-04,1261.548,1261.548,1223.594,1084.25,963882,957.008545
2010-05-05,1221.328,1221.328,1178.389,1055.25,848711,931.411804
2010-05-06,1200.935,1208.412,1172.611,1056.400024,941772,932.42688
2010-05-07,1187.339,1220.082,1101.631,978.450012,3354945,863.624634
2010-05-10,1117.096,1228.692,1111.714,1064.650024,2817210,939.708801
2010-05-11,1206.6,1211.131,1141.001,1011,1482625,892.354797
2010-05-12,1149.952,1164.567,1123.667,997.549988,2073182,880.483154
2010-05-13,1142.021,1172.611,1142.021,1027.550049,1198775,906.962524
2010-05-14,1149.952,1179.126,1147.686,1025.900024,1501979,905.506165
2010-05-17,1149.952,1149.952,1093.304,997.599976,1903861,880.527222
2010-05-18,1132.958,1152.218,1127.293,999.450012,1287858,882.160156
2010-05-19,1106.911,1136.158,1073.163,962.5,2095165,855.624695
2010-05-20,1087.787,1124.797,1079.913,982.950012,1661999,873.803955
2010-05-21,1086.1,1121.534,1074.851,989.099976,1397528,879.271057
2010-05-24,1135.033,1244.656,1130.534,1048.400024,4458478,931.986511
2010-05-25,1167.656,1173.73,1131.602,1030.300049,2053591,915.896301
2010-05-26,1172.155,1185.485,1147.52,1044.75,1192427,928.741699
2010-05-27,1175.53,1198.028,1151.232,1054.599976,1303635,937.497925
2010-05-28,1201.403,1207.027,1167.768,1057.199951,1220309,939.809265
2010-05-31,1195.778,1205.903,1175.755,1067.349976,827633,948.832214
2010-06-01,1196.903,1235.656,1163.156,1044.300049,2078581,928.341736
2010-06-02,1173.168,1226.151,1173.168,1085.099976,1672999,964.611267
2010-06-03,1237.4,1249.943,1227.276,1100.849976,1621416,978.612427
2010-06-04,1237.4,1256.973,1230.144,1110.650024,1272401,987.32428
2010-06-07,1204.778,1225.588,1199.547,1082.900024,880997,962.655579
2010-06-08,1231.775,1235.038,1177.78,1057.75,1412881,940.29834
2010-06-09,1192.404,1224.407,1190.941,1068.75,1144325,950.076782
2010-06-10,1208.152,1270.922,1205.902,1121.550049,2167752,997.014038
2010-06-11,1277.897,1284.703,1244.881,1112.550049,1604198,989.013245
2010-06-14,1257.649,1310.407,1255.455,1160.550049,2435602,1031.683228
2010-06-15,1277.334,1343.141,1257.48,1183.599976,2861328,1052.17395
2010-06-16,1338.698,1360.296,1313.95,1177.550049,3036728,1046.795776
2010-06-17,1274.353,1357.54,1274.353,1198.400024,2193987,1065.330688
2010-06-18,1333.017,1357.765,1302.87,1163.099976,2785961,1033.950195
2010-06-21,1319.518,1345.166,1305.682,1188.300049,1737676,1056.352051
2010-06-22,1328.518,1348.71,1309.619,1171.099976,2747048,1041.06189
2010-06-23,1315.019,1340.892,1307.145,1185.5,1555554,1053.862793
2010-06-24,1333.017,1343.141,1300.62,1162.099976,1667172,1033.061279
2010-06-25,1303.77,1341.735,1300.001,1167.199951,1838821,1037.594971
2010-06-28,1320.643,1374.414,1317.944,1214.650024,2297290,1079.776123
2010-06-29,1361.14,1376.889,1319.518,1180.5,1969312,1049.418213
2010-06-30,1317.269,1361.14,1310.632,1201,1676591,1067.641846
2010-07-01,1338.642,1370.027,1324.243,1210.699951,2335934,1076.264648
2010-07-02,1363.39,1372.164,1337.517,1197,2010715,1064.08606
2010-07-05,1360.634,1362.04,1329.811,1188.550049,1170485,1056.574463
2010-07-06,1359.565,1359.565,1333.017,1193.199951,1045152,1060.708008
2010-07-07,1338.079,1354.841,1331.668,1187.849976,1350572,1055.951904
2010-07-08,1348.991,1356.64,1322.893,1181.25,1192613,1050.084961
2010-07-09,1335.267,1340.217,1316.031,1172.599976,1085433,1042.395264
2010-07-12,1327.393,1333.017,1284.759,1148.300049,2534433,1020.793701
2010-07-13,1296.458,1304.895,1286.784,1149.400024,2073314,1021.771484
2010-07-14,1304.894,1315.244,1277.897,1142.050049,2344992,1015.237732
2010-07-15,1288.021,1305.851,1278.234,1149.949951,1030785,1022.260315
2010-07-16,1325.143,1325.143,1289.146,1152.050049,857526,1024.127319
2010-07-19,1278.403,1297.133,1276.603,1139.650024,926174,1013.104065
2010-07-20,1299.27,1303.713,1281.271,1143.150024,835305,1016.215515
2010-07-21,1292.521,1295.445,1279.922,1139.699951,1169409,1013.148438
2010-07-22,1283.521,1283.521,1268.897,1130.75,1609109,1005.192383
2010-07-23,1282.396,1297.92,1273.397,1137.449951,1179758,1011.148438
2010-07-26,1286.333,1289.146,1273.397,1137.099976,515699,1010.83728
2010-07-27,1282.959,1302.645,1276.772,1147.599976,724360,1020.171265
2010-07-28,1299.27,1306.019,1281.328,1143.800049,910421,1016.793335
2010-07-29,1287.458,1297.864,1268.56,1130.650024,1244550,1005.103516
2010-07-30,1265.523,1272.272,1239.931,1108.599976,920058,985.501953
2010-08-02,1257.648,1272.722,1248.762,1116.599976,777146,992.613525
2010-08-03,1261.023,1283.521,1237.4,1120.900024,1109192,996.436096
2010-08-04,1265.523,1289.989,1256.354,1140.150024,1240995,1013.548767
2010-08-05,1288.021,1288.021,1252.024,1116.650024,706845,992.658081
2010-08-06,1257.648,1272.272,1243.024,1109.550049,888580,986.346497
2010-08-09,1248.649,1264.566,1246.737,1117.449951,682289,993.369202
