"Date","RESTILE.BO.Open","RESTILE.BO.High","RESTILE.BO.Low","RESTILE.BO.Close","RESTILE.BO.Volume","RESTILE.BO.Adjusted"
2011-12-30,6.62,6.62,6.62,6.62,0,6.62
2012-01-02,6.29,6.29,6.29,6.29,50,6.29
2012-01-03,6.29,6.29,6.29,6.29,0,6.29
2012-01-04,6.29,6.29,6.29,6.29,0,6.29
2012-01-05,5.98,5.98,5.98,5.98,1050,5.98
2012-01-06,5.69,5.69,5.69,5.69,769,5.69
2012-01-09,5.15,5.15,5.15,5.15,620,5.15
2012-01-10,5.15,5.15,5.15,5.15,0,5.15
2012-01-11,5,5.01,5,5.01,540,5.01
2012-01-12,5,5.26,4.8,4.82,3722,4.82
2012-01-13,4.61,5.06,4.6,5.06,40,5.06
2012-01-16,5.06,5.06,5.06,5.06,0,5.06
2012-01-17,5,5,4.85,5,2900,5
2012-01-18,4.77,4.85,4.77,4.85,2,4.85
2012-01-19,4.85,4.85,4.85,4.85,0,4.85
2012-01-20,4.85,4.85,4.85,4.85,0,4.85
2012-01-23,4.9,4.91,4.65,4.7,3051,4.7
2012-01-25,4.47,4.47,4.47,4.47,40,4.47
2012-01-27,4.47,4.69,4.25,4.69,181,4.69
2012-01-30,4.69,4.69,4.69,4.69,0,4.69
2012-01-31,4.92,4.92,4.92,4.92,19,4.92
2012-02-01,4.92,4.92,4.92,4.92,0,4.92
2012-02-02,5.16,5.16,5.16,5.16,20,5.16
2012-02-03,5.41,5.41,5.41,5.41,19,5.41
2012-02-06,5.41,5.41,5.41,5.41,0,5.41
2012-02-07,5.41,5.41,5.41,5.41,0,5.41
2012-02-08,5.41,5.41,5.41,5.41,0,5.41
2012-02-09,5.41,5.41,5.41,5.41,0,5.41
2012-02-10,5.41,5.41,5.41,5.41,0,5.41
2012-02-13,5.41,5.41,5.41,5.41,0,5.41
2012-02-14,5.25,5.25,5.25,5.25,60,5.25
2012-02-15,5.25,5.25,5.25,5.25,0,5.25
2012-02-16,5.06,5.06,5.06,5.06,11,5.06
2012-02-17,5.31,5.31,5,5,100,5
2012-02-21,5,5,5,5,112,5
2012-02-22,4.86,5.25,4.76,5.03,2380,5.03
2012-02-23,5.03,5.03,5.03,5.03,0,5.03
2012-02-24,4.79,5.28,4.79,5.28,30,5.28
2012-02-27,5.28,5.28,5.28,5.28,0,5.28
2012-02-28,5.54,5.54,5.54,5.54,19,5.54
2012-02-29,5.54,5.54,5.54,5.54,0,5.54
2012-03-01,5.54,5.54,5.54,5.54,0,5.54
2012-03-02,5.27,5.81,5.27,5.81,39,5.81
2012-03-05,5.79,5.79,5.79,5.79,19,5.79
2012-03-06,5.79,5.79,5.79,5.79,0,5.79
2012-03-07,5.79,5.79,5.79,5.79,0,5.79
2012-03-09,5.79,5.79,5.79,5.79,0,5.79
2012-03-12,6.3,6.3,6.3,6.3,2,6.3
2012-03-13,6.61,6.61,6.61,6.61,10,6.61
2012-03-14,6.94,6.94,6.94,6.94,1,6.94
2012-03-15,6.6,7.28,6.6,6.6,53,6.6
2012-03-16,6.93,6.93,6.3,6.3,41,6.3
2012-03-19,6.6,6.61,6.6,6.61,4,6.61
2012-03-20,6.3,6.3,6.3,6.3,834,6.3
2012-03-21,5.99,6.25,5.99,6.25,114,6.25
2012-03-22,6.56,6.56,5.94,6.3,1199,6.3
2012-03-23,6.61,6.61,5.99,6.61,13,6.61
2012-03-26,6.94,6.94,6.28,6.28,3,6.28
2012-03-27,6.59,6.59,5.97,6.59,82,6.59
2012-03-28,6.59,6.59,6.59,6.59,0,6.59
2012-03-29,6.59,6.59,6.59,6.59,0,6.59
2012-03-30,6.9,6.9,6.27,6.27,11,6.27
2012-04-02,6.58,6.58,6.58,6.58,1,6.58
2012-04-03,6.9,6.9,6.9,6.9,3,6.9
2012-04-04,6.56,6.56,6.56,6.56,1,6.56
2012-04-09,6.56,6.88,6.35,6.85,90,6.85
2012-04-10,6.85,6.85,6.85,6.85,0,6.85
2012-04-11,7.19,7.19,6.51,7.19,48,7.19
2012-04-12,6.84,6.84,6.84,6.84,1,6.84
2012-04-13,6.75,6.75,6.75,6.75,290,6.75
2012-04-16,7.05,7.05,6.42,7.05,1416,7.05
2012-04-17,6.7,7.4,6.7,7,954,7
2012-04-18,6.66,6.66,6.66,6.66,1106,6.66
2012-04-19,6.95,6.95,6.33,6.34,1205,6.34
2012-04-20,6.65,6.65,6.03,6.05,2101,6.05
2012-04-23,6.05,6.05,6.05,6.05,0,6.05
2012-04-24,6.35,6.35,6.35,6.35,1,6.35
2012-04-25,6.04,6.04,6.04,6.04,1,6.04
2012-04-26,6.04,6.04,6.04,6.04,0,6.04
2012-04-27,6.04,6.04,6.04,6.04,0,6.04
2012-04-30,6.04,6.04,6.04,6.04,0,6.04
2012-05-02,6.04,6.61,5.99,6.61,7,6.61
2012-05-03,6.9,6.9,6.9,6.9,1,6.9
2012-05-04,7.24,7.24,6.56,6.56,209,6.56
2012-05-07,6.56,6.56,6.56,6.56,0,6.56
2012-05-08,6.88,6.88,6.25,6.25,420,6.25
2012-05-09,6.25,6.56,6.25,6.25,101,6.25
2012-05-10,5.94,5.94,5.94,5.94,151,5.94
2012-05-11,5.65,5.65,5.65,5.65,1,5.65
2012-05-14,5.65,5.65,5.65,5.65,0,5.65
2012-05-15,5.65,5.65,5.65,5.65,0,5.65
2012-05-16,5.93,5.93,5.9,5.9,100,5.9
2012-05-17,6,6,6,6,5,6
2012-05-18,6,6,6,6,0,6
2012-05-21,6,6,6,6,5,6
2012-05-22,6,6,6,6,0,6
2012-05-23,6,6,5.71,5.71,151,5.71
2012-05-24,5.99,5.99,5.43,5.99,4,5.99
2012-05-25,6.25,6.25,6.25,6.25,1000,6.25
2012-05-28,6.55,6.56,5.95,6.16,796,6.16
2012-05-29,5.87,5.87,5.87,5.87,1,5.87
2012-05-30,5.58,5.58,5.58,5.58,20,5.58
2012-05-31,5.58,5.58,5.58,5.58,0,5.58
2012-06-01,5.58,5.58,5.58,5.58,0,5.58
2012-06-04,5.5,5.5,5.5,5.5,1000,5.5
2012-06-05,5.31,5.51,5.3,5.3,1101,5.3
2012-06-06,5.3,5.3,5.3,5.3,0,5.3
2012-06-07,5.3,5.3,5.3,5.3,0,5.3
2012-06-08,5.3,5.3,5.3,5.3,0,5.3
2012-06-11,5.04,5.04,5.04,5.04,40,5.04
2012-06-12,5.04,5.04,5.04,5.04,0,5.04
2012-06-13,5.29,5.29,5,5,30,5
2012-06-14,4.77,4.77,4.76,4.76,19,4.76
2012-06-15,4.76,4.76,4.76,4.76,0,4.76
2012-06-18,4.76,4.76,4.76,4.76,0,4.76
2012-06-19,4.76,4.76,4.76,4.76,0,4.76
2012-06-20,4.76,4.76,4.76,4.76,0,4.76
2012-06-21,4.53,4.53,4.53,4.53,20,4.53
2012-06-22,4.53,4.53,4.53,4.53,0,4.53
2012-06-25,4.53,4.53,4.53,4.53,0,4.53
2012-06-26,4.31,4.31,4.31,4.31,100,4.31
2012-06-27,4.1,4.1,4.1,4.1,20,4.1
2012-06-28,4.1,4.1,4.1,4.1,0,4.1
2012-06-29,4,4,4,4,40,4
2012-07-02,3.82,3.82,3.82,3.82,20,3.82
2012-07-03,3.75,4,3.75,4,124,4
2012-07-04,4,4.01,4,4.01,120,4.01
2012-07-05,4.01,4.01,4.01,4.01,0,4.01
2012-07-06,3.95,4,3.95,4,60,4
2012-07-09,4,4,4,4,0,4
2012-07-10,3.9,3.9,3.9,3.9,20,3.9
2012-07-11,3.9,3.9,3.9,3.9,0,3.9
2012-07-12,3.9,3.9,3.9,3.9,0,3.9
2012-07-13,3.9,3.9,3.9,3.9,0,3.9
2012-07-16,3.9,3.9,3.9,3.9,60,3.9
2012-07-17,3.8,3.8,3.8,3.8,20,3.8
2012-07-18,3.8,3.8,3.8,3.8,0,3.8
2012-07-19,3.8,3.8,3.8,3.8,0,3.8
2012-07-20,3.8,3.8,3.8,3.8,0,3.8
2012-07-23,3.8,3.8,3.8,3.8,0,3.8
2012-07-24,3.8,3.8,3.8,3.8,0,3.8
2012-07-25,3.8,3.8,3.8,3.8,0,3.8
2012-07-26,3.65,3.65,3.65,3.65,250,3.65
2012-07-27,3.65,3.65,3.65,3.65,0,3.65
2012-07-30,3.65,3.65,3.65,3.65,0,3.65
2012-07-31,3.65,3.65,3.65,3.65,0,3.65
2012-08-01,3.81,3.81,3.81,3.81,20,3.81
2012-08-02,3.81,3.81,3.81,3.81,0,3.81
2012-08-03,3.81,3.81,3.81,3.81,0,3.81
2012-08-06,3.71,3.71,3.71,3.71,20,3.71
2012-08-07,3.71,3.71,3.71,3.71,0,3.71
2012-08-08,3.71,3.71,3.71,3.71,0,3.71
2012-08-09,3.71,3.71,3.71,3.71,0,3.71
2012-08-10,3.71,3.71,3.71,3.71,0,3.71
2012-08-13,3.71,3.71,3.71,3.71,0,3.71
2012-08-14,3.55,3.65,3.55,3.6,83,3.6
2012-08-16,3.6,3.6,3.6,3.6,0,3.6
2012-08-17,3.48,3.48,3.48,3.48,46,3.48
2012-08-21,3.48,3.48,3.48,3.48,0,3.48
2012-08-22,3.48,3.48,3.48,3.48,0,3.48
2012-08-23,3.48,3.48,3.48,3.48,0,3.48
2012-08-24,3.48,3.48,3.48,3.48,0,3.48
2012-08-27,3.48,3.48,3.48,3.48,0,3.48
2012-08-28,3.48,3.48,3.48,3.48,0,3.48
2012-08-29,3.48,3.48,3.48,3.48,0,3.48
2012-08-30,3.48,3.48,3.48,3.48,100,3.48
2012-08-31,3.48,3.48,3.48,3.48,0,3.48
2012-09-03,3.35,3.35,3.35,3.35,40,3.35
2012-09-04,3.51,3.51,3.51,3.51,200,3.51
2012-09-05,3.51,3.51,3.51,3.51,0,3.51
2012-09-06,3.51,3.51,3.51,3.51,0,3.51
2012-09-07,3.51,3.51,3.51,3.51,0,3.51
2012-09-10,3.51,3.51,3.51,3.51,0,3.51
2012-09-11,3.51,3.51,3.51,3.51,0,3.51
2012-09-12,3.51,3.51,3.51,3.51,0,3.51
2012-09-13,3.51,3.51,3.51,3.51,0,3.51
2012-09-14,3.51,3.51,3.51,3.51,0,3.51
2012-09-17,3.51,3.51,3.51,3.51,1,3.51
2012-09-18,3.68,3.68,3.68,3.68,100,3.68
2012-09-20,3.68,3.68,3.6,3.6,85,3.6
2012-09-21,3.6,3.6,3.6,3.6,0,3.6
2012-09-24,3.5,3.5,3.5,3.5,20,3.5
2012-09-25,3.45,3.45,3.33,3.33,1500,3.33
2012-09-26,3.2,3.49,3.17,3.49,14569,3.49
2012-09-27,3.66,3.66,3.66,3.66,100,3.66
2012-09-28,3.84,3.84,3.84,3.84,100,3.84
2012-10-01,4.03,4.03,4.03,4.03,1500,4.03
2012-10-03,4.03,4.03,3.83,3.83,500,3.83
2012-10-04,3.65,3.65,3.65,3.65,20,3.65
2012-10-05,3.5,3.5,3.5,3.5,20,3.5
2012-10-08,3.35,3.35,3.35,3.35,400,3.35
2012-10-09,3.19,3.19,3.19,3.19,300,3.19
2012-10-10,3.19,3.19,3.19,3.19,0,3.19
2012-10-11,3.19,3.19,3.19,3.19,0,3.19
2012-10-12,3.19,3.19,3.19,3.19,0,3.19
2012-10-15,3.04,3.04,3.04,3.04,60,3.04
2012-10-16,3.04,3.04,3.04,3.04,0,3.04
2012-10-17,2.89,3.19,2.89,3.19,80,3.19
2012-10-18,3.05,3.05,3.05,3.05,20,3.05
2012-10-19,3.05,3.05,3.05,3.05,0,3.05
2012-10-22,2.9,2.9,2.9,2.9,20,2.9
2012-10-23,2.9,2.9,2.9,2.9,0,2.9
2012-10-25,2.9,2.9,2.9,2.9,0,2.9
2012-10-29,3.04,3.04,2.9,2.9,540,2.9
2012-10-30,2.81,2.81,2.8,2.8,1500,2.8
2012-10-31,2.9,2.94,2.9,2.94,140,2.94
2012-11-01,2.8,2.8,2.8,2.8,100,2.8
2012-11-02,2.8,2.8,2.8,2.8,0,2.8
2012-11-05,2.8,2.8,2.8,2.8,20,2.8
2012-11-06,2.8,2.81,2.8,2.81,120,2.81
2012-11-07,2.95,2.95,2.95,2.95,20,2.95
2012-11-08,2.95,2.95,2.95,2.95,0,2.95
2012-11-09,3.09,3.09,3.09,3.09,40,3.09
2012-11-12,3.09,3.09,3.09,3.09,0,3.09
2012-11-15,3.09,3.09,3.09,3.09,0,3.09
2012-11-16,3.09,3.09,2.95,2.95,2420,2.95
2012-11-19,3.09,3.09,3.09,3.09,60,3.09
2012-11-20,3.09,3.09,3.09,3.09,0,3.09
2012-11-21,3.24,3.24,2.94,2.94,40,2.94
2012-11-22,2.94,2.94,2.94,2.94,0,2.94
2012-11-23,2.94,2.94,2.94,2.94,0,2.94
2012-11-26,2.94,2.94,2.85,2.85,2105,2.85
2012-11-27,2.85,2.85,2.85,2.85,455,2.85
2012-11-29,2.85,2.85,2.85,2.85,0,2.85
2012-11-30,2.75,2.75,2.75,2.75,220,2.75
2012-12-03,2.8,2.8,2.8,2.8,1,2.8
2012-12-04,2.8,2.8,2.8,2.8,0,2.8
2012-12-05,2.8,2.8,2.8,2.8,0,2.8
2012-12-06,2.94,2.94,2.94,2.94,20,2.94
2012-12-07,3.08,3.08,2.81,2.85,5063,2.85
2012-12-10,2.99,2.99,2.9,2.99,220,2.99
2012-12-11,3.13,3.13,3.13,3.13,20,3.13
2012-12-12,3.25,3.28,3.25,3.28,97,3.28
2012-12-13,3.44,3.44,3.44,3.44,20,3.44
2012-12-14,3.61,3.61,3.35,3.35,40,3.35
2012-12-17,3.51,3.51,3.35,3.35,21,3.35
2012-12-18,3.51,3.51,3.5,3.5,201,3.5
2012-12-19,3.5,3.5,3.5,3.5,0,3.5
2012-12-20,3.67,3.67,3.67,3.67,28,3.67
2012-12-21,3.67,3.67,3.67,3.67,0,3.67
2012-12-24,3.67,3.67,3.67,3.67,0,3.67
2012-12-26,3.67,3.67,3.67,3.67,20,3.67
2012-12-27,3.67,3.67,3.67,3.67,0,3.67
2012-12-28,3.67,3.67,3.67,3.67,0,3.67
2012-12-31,3.67,3.67,3.67,3.67,0,3.67
2013-01-01,3.85,3.85,3.85,3.85,20,3.85
2013-01-02,4.04,4.04,4.04,4.04,859,4.04
2013-01-03,4.05,4.24,4.05,4.24,120,4.24
2013-01-04,4.45,4.45,4.45,4.45,20,4.45
2013-01-07,4.67,4.67,4.23,4.66,409,4.66
2013-01-08,4.89,4.89,4.89,4.89,985,4.89
2013-01-09,5.13,5.13,4.99,5.13,620,5.13
2013-01-10,5.13,5.13,5.13,5.13,0,5.13
2013-01-11,5.13,5.13,5.13,5.13,0,5.13
2013-01-14,4.88,4.88,4.88,4.88,40,4.88
2013-01-15,4.88,4.88,4.88,4.88,0,4.88
2013-01-16,4.88,4.88,4.88,4.88,0,4.88
2013-01-17,4.88,4.88,4.88,4.88,0,4.88
2013-01-18,4.88,4.88,4.88,4.88,0,4.88
2013-01-21,4.88,4.88,4.88,4.88,0,4.88
2013-01-22,4.9,4.9,4.9,4.9,25,4.9
2013-01-23,4.66,4.66,4.66,4.66,1,4.66
2013-01-24,4.66,4.66,4.66,4.66,0,4.66
2013-01-25,4.66,4.66,4.66,4.66,0,4.66
2013-01-28,4.66,4.66,4.66,4.66,0,4.66
2013-01-29,4.66,4.66,4.66,4.66,0,4.66
2013-01-30,4.66,4.66,4.66,4.66,0,4.66
2013-01-31,4.66,4.66,4.66,4.66,0,4.66
2013-02-01,4.66,4.66,4.66,4.66,0,4.66
2013-02-04,4.66,4.66,4.66,4.66,0,4.66
2013-02-05,4.66,4.66,4.66,4.66,0,4.66
2013-02-06,4.66,4.66,4.66,4.66,0,4.66
2013-02-07,4.66,4.66,4.66,4.66,0,4.66
2013-02-08,4.66,4.66,4.66,4.66,0,4.66
2013-02-11,4.7,4.7,4.7,4.7,50,4.7
2013-02-12,4.7,4.7,4.7,4.7,0,4.7
2013-02-13,4.7,4.7,4.7,4.7,0,4.7
2013-02-14,4.47,4.47,4.47,4.47,5,4.47
2013-02-15,4.47,4.47,4.47,4.47,0,4.47
2013-02-18,4.47,4.47,4.47,4.47,0,4.47
2013-02-19,4.47,4.47,4.47,4.47,0,4.47
2013-02-20,4.47,4.47,4.47,4.47,0,4.47
2013-02-21,4.25,4.25,4.25,4.25,1,4.25
2013-02-22,4.25,4.25,4.25,4.25,0,4.25
2013-02-25,4.25,4.25,4.25,4.25,0,4.25
2013-02-26,4.25,4.25,4.25,4.25,0,4.25
2013-02-27,4.25,4.25,4.25,4.25,0,4.25
2013-02-28,4.25,4.25,4.25,4.25,0,4.25
2013-03-01,4.25,4.25,4.25,4.25,0,4.25
2013-03-04,4.04,4.04,4.04,4.04,210,4.04
2013-03-05,4.2,4.24,4.2,4.24,200,4.24
2013-03-06,4.24,4.24,4.24,4.24,0,4.24
2013-03-07,4.24,4.24,4.24,4.24,0,4.24
2013-03-08,4.24,4.24,4.24,4.24,0,4.24
2013-03-11,4.24,4.24,4.24,4.24,0,4.24
2013-03-12,4.24,4.24,4.24,4.24,0,4.24
2013-03-13,4.24,4.24,4.24,4.24,0,4.24
2013-03-14,4.24,4.24,4.24,4.24,0,4.24
2013-03-15,4.24,4.24,4.24,4.24,0,4.24
2013-03-18,4.24,4.24,4.24,4.24,0,4.24
2013-03-19,4.24,4.24,4.24,4.24,0,4.24
2013-03-20,4.24,4.24,4.24,4.24,0,4.24
2013-03-21,4.24,4.24,4.24,4.24,0,4.24
2013-03-22,4.24,4.24,4.24,4.24,0,4.24
2013-03-25,4.24,4.24,4.24,4.24,0,4.24
2013-03-26,4.24,4.24,4.24,4.24,0,4.24
2013-03-28,4.24,4.24,4.24,4.24,0,4.24
2013-04-01,4.24,4.24,4.24,4.24,0,4.24
2013-04-02,4.45,4.45,4.45,4.45,25,4.45
2013-04-03,4.45,4.45,4.45,4.45,0,4.45
2013-04-04,4.45,4.45,4.45,4.45,0,4.45
2013-04-05,4.45,4.45,4.45,4.45,0,4.45
2013-04-08,4.45,4.45,4.45,4.45,0,4.45
2013-04-09,4.45,4.45,4.45,4.45,0,4.45
2013-04-10,4.45,4.45,4.45,4.45,0,4.45
2013-04-11,4.45,4.45,4.45,4.45,0,4.45
2013-04-12,4.45,4.45,4.45,4.45,0,4.45
2013-04-15,4.45,4.45,4.45,4.45,0,4.45
2013-04-16,4.45,4.45,4.45,4.45,0,4.45
2013-04-17,4.45,4.45,4.45,4.45,0,4.45
2013-04-18,4.45,4.45,4.45,4.45,0,4.45
2013-04-22,4.45,4.45,4.45,4.45,0,4.45
2013-04-23,4.45,4.45,4.45,4.45,0,4.45
2013-04-25,4.45,4.45,4.45,4.45,0,4.45
2013-04-26,4.45,4.45,4.45,4.45,0,4.45
2013-04-29,4.45,4.45,4.45,4.45,0,4.45
2013-04-30,4.45,4.45,4.45,4.45,0,4.45
2013-05-02,4.45,4.45,4.45,4.45,0,4.45
2013-05-03,4.45,4.45,4.45,4.45,0,4.45
2013-05-06,4.45,4.45,4.45,4.45,0,4.45
2013-05-07,4.45,4.45,4.45,4.45,0,4.45
2013-05-08,4.45,4.45,4.45,4.45,0,4.45
2013-05-09,4.45,4.45,4.45,4.45,0,4.45
2013-05-10,4.45,4.45,4.45,4.45,0,4.45
2013-05-13,4.45,4.45,4.45,4.45,0,4.45
2013-05-14,4.45,4.45,4.45,4.45,0,4.45
2013-05-15,4.45,4.45,4.45,4.45,0,4.45
2013-05-16,4.45,4.45,4.45,4.45,0,4.45
2013-05-17,4.45,4.45,4.45,4.45,0,4.45
2013-05-20,4.45,4.45,4.45,4.45,0,4.45
2013-05-21,4.45,4.45,4.45,4.45,0,4.45
2013-05-22,4.45,4.45,4.45,4.45,0,4.45
2013-05-23,4.45,4.45,4.45,4.45,0,4.45
2013-05-24,4.45,4.45,4.45,4.45,0,4.45
2013-05-27,4.45,4.45,4.45,4.45,0,4.45
2013-05-28,4.45,4.45,4.45,4.45,0,4.45
2013-05-29,4.45,4.45,4.45,4.45,0,4.45
2013-05-30,4.45,4.45,4.45,4.45,0,4.45
2013-05-31,4.45,4.45,4.45,4.45,0,4.45
2013-06-03,4.45,4.45,4.45,4.45,0,4.45
2013-06-04,4.45,4.45,4.45,4.45,0,4.45
2013-06-05,4.45,4.45,4.45,4.45,0,4.45
2013-06-06,4.45,4.45,4.45,4.45,0,4.45
2013-06-07,4.45,4.45,4.45,4.45,0,4.45
2013-06-10,4.45,4.45,4.45,4.45,0,4.45
2013-06-11,4.45,4.45,4.45,4.45,0,4.45
2013-06-12,4.45,4.45,4.45,4.45,0,4.45
2013-06-13,4.45,4.45,4.45,4.45,0,4.45
2013-06-14,4.45,4.45,4.45,4.45,0,4.45
2013-06-17,4.45,4.45,4.45,4.45,0,4.45
2013-06-18,4.45,4.45,4.45,4.45,0,4.45
2013-06-19,4.45,4.45,4.45,4.45,0,4.45
2013-06-20,4.45,4.45,4.45,4.45,0,4.45
2013-06-21,4.45,4.45,4.45,4.45,0,4.45
2013-06-24,4.45,4.45,4.45,4.45,0,4.45
2013-06-25,4.45,4.45,4.45,4.45,0,4.45
2013-06-26,4.45,4.45,4.45,4.45,0,4.45
2013-06-27,4.45,4.45,4.45,4.45,0,4.45
2013-06-28,4.45,4.45,4.45,4.45,0,4.45
2013-07-01,4.45,4.45,4.45,4.45,0,4.45
2013-07-02,4.45,4.45,4.45,4.45,0,4.45
2013-07-03,4.45,4.45,4.45,4.45,0,4.45
2013-07-04,4.45,4.45,4.45,4.45,0,4.45
2013-07-05,4.23,4.23,4.23,4.23,1600,4.23
2013-07-08,4.23,4.23,4.23,4.23,0,4.23
2013-07-09,4.23,4.23,4.23,4.23,0,4.23
2013-07-10,4.23,4.23,4.23,4.23,0,4.23
2013-07-11,4.23,4.23,4.23,4.23,0,4.23
2013-07-12,4.23,4.23,4.23,4.23,0,4.23
2013-07-15,4.23,4.23,4.23,4.23,0,4.23
2013-07-16,4.23,4.23,4.23,4.23,0,4.23
2013-07-17,4.23,4.23,4.23,4.23,0,4.23
2013-07-18,4.23,4.23,4.23,4.23,0,4.23
2013-07-19,4.23,4.23,4.23,4.23,0,4.23
2013-07-22,4.23,4.23,4.23,4.23,0,4.23
2013-07-23,4.23,4.23,4.23,4.23,0,4.23
2013-07-24,4.23,4.23,4.23,4.23,0,4.23
2013-07-25,4.23,4.23,4.23,4.23,0,4.23
2013-07-26,4.23,4.23,4.23,4.23,0,4.23
2013-07-29,4.23,4.23,4.23,4.23,0,4.23
2013-07-30,4.23,4.23,4.23,4.23,0,4.23
2013-07-31,4.23,4.23,4.23,4.23,0,4.23
2013-08-01,4.23,4.23,4.23,4.23,0,4.23
2013-08-02,4.23,4.23,4.23,4.23,0,4.23
2013-08-05,4.23,4.23,4.23,4.23,0,4.23
2013-08-06,4.23,4.23,4.23,4.23,0,4.23
2013-08-07,4.23,4.23,4.23,4.23,0,4.23
2013-08-08,4.23,4.23,4.23,4.23,0,4.23
2013-08-12,4.23,4.23,4.23,4.23,0,4.23
2013-08-13,4.23,4.23,4.23,4.23,0,4.23
2013-08-14,4.23,4.23,4.23,4.23,0,4.23
2013-08-16,4.23,4.23,4.23,4.23,0,4.23
2013-08-19,4.23,4.23,4.23,4.23,0,4.23
2013-08-20,4.23,4.23,4.23,4.23,0,4.23
2013-08-21,4.23,4.23,4.23,4.23,0,4.23
2013-08-22,4.23,4.23,4.23,4.23,0,4.23
2013-08-23,4.23,4.23,4.23,4.23,0,4.23
2013-08-26,4.23,4.23,4.23,4.23,0,4.23
2013-08-27,4.23,4.23,4.23,4.23,0,4.23
2013-08-28,4.23,4.23,4.23,4.23,0,4.23
2013-08-29,4.23,4.23,4.23,4.23,0,4.23
2013-08-30,4.23,4.23,4.23,4.23,0,4.23
2013-09-02,4.23,4.23,4.23,4.23,0,4.23
2013-09-03,4.23,4.23,4.23,4.23,0,4.23
2013-09-04,4.23,4.23,4.23,4.23,0,4.23
2013-09-05,4.23,4.23,4.23,4.23,0,4.23
2013-09-06,4.23,4.23,4.23,4.23,0,4.23
2013-09-10,4.23,4.23,4.23,4.23,0,4.23
2013-09-11,4.23,4.23,4.23,4.23,0,4.23
2013-09-12,4.23,4.23,4.23,4.23,0,4.23
2013-09-13,4.23,4.23,4.23,4.23,0,4.23
2013-09-16,4.23,4.23,4.23,4.23,0,4.23
2013-09-17,4.23,4.23,4.23,4.23,0,4.23
2013-09-18,4.23,4.23,4.23,4.23,0,4.23
2013-09-19,4.23,4.23,4.23,4.23,0,4.23
2013-09-20,4.23,4.23,4.23,4.23,0,4.23
2013-09-23,4.02,4.02,4.02,4.02,20,4.02
2013-09-24,3.83,3.83,3.83,3.83,200,3.83
2013-09-25,3.83,3.83,3.83,3.83,0,3.83
2013-09-26,3.83,3.83,3.83,3.83,0,3.83
2013-09-27,3.83,3.83,3.83,3.83,0,3.83
2013-09-30,3.83,3.83,3.83,3.83,0,3.83
2013-10-01,3.83,3.83,3.83,3.83,0,3.83
2013-10-03,3.83,3.83,3.83,3.83,0,3.83
2013-10-04,3.83,3.83,3.83,3.83,0,3.83
2013-10-07,3.83,3.83,3.83,3.83,0,3.83
2013-10-08,3.83,3.83,3.83,3.83,0,3.83
2013-10-09,3.83,3.83,3.83,3.83,0,3.83
2013-10-10,3.83,3.83,3.83,3.83,0,3.83
2013-10-11,3.83,3.83,3.83,3.83,0,3.83
2013-10-14,3.83,3.83,3.83,3.83,0,3.83
2013-10-15,3.8,3.8,3.8,3.8,40,3.8
2013-10-17,3.8,3.8,3.8,3.8,0,3.8
2013-10-18,3.8,3.8,3.8,3.8,0,3.8
2013-10-21,3.8,3.8,3.8,3.8,0,3.8
2013-10-22,3.8,3.8,3.8,3.8,0,3.8
2013-10-23,3.8,3.8,3.8,3.8,0,3.8
2013-10-24,3.8,3.8,3.8,3.8,0,3.8
2013-10-25,3.8,3.8,3.8,3.8,0,3.8
2013-10-28,3.8,3.8,3.8,3.8,0,3.8
2013-10-29,3.8,3.8,3.8,3.8,0,3.8
2013-10-30,3.8,3.8,3.8,3.8,0,3.8
2013-10-31,3.8,3.8,3.8,3.8,0,3.8
2013-11-01,3.8,3.8,3.8,3.8,0,3.8
2013-11-05,3.8,3.8,3.8,3.8,0,3.8
2013-11-06,3.8,3.8,3.8,3.8,0,3.8
2013-11-07,3.8,3.8,3.8,3.8,0,3.8
2013-11-08,3.8,3.8,3.8,3.8,0,3.8
2013-11-11,3.8,3.8,3.8,3.8,0,3.8
2013-11-12,3.8,3.8,3.8,3.8,0,3.8
2013-11-13,3.8,3.8,3.8,3.8,0,3.8
2013-11-14,3.8,3.8,3.8,3.8,0,3.8
2013-11-18,3.8,3.8,3.8,3.8,0,3.8
2013-11-19,3.8,3.8,3.8,3.8,0,3.8
2013-11-20,3.8,3.8,3.8,3.8,0,3.8
2013-11-21,3.99,3.99,3.99,3.99,105,3.99
2013-11-22,3.99,3.99,3.99,3.99,0,3.99
2013-11-25,3.99,3.99,3.99,3.99,0,3.99
2013-11-26,3.99,3.99,3.99,3.99,0,3.99
2013-11-27,3.99,3.99,3.99,3.99,0,3.99
2013-11-28,3.99,3.99,3.99,3.99,0,3.99
2013-11-29,3.99,3.99,3.99,3.99,0,3.99
2013-12-02,3.99,3.99,3.99,3.99,0,3.99
2013-12-03,3.99,3.99,3.99,3.99,0,3.99
2013-12-04,3.99,3.99,3.99,3.99,0,3.99
2013-12-05,3.99,3.99,3.99,3.99,0,3.99
2013-12-06,3.99,3.99,3.99,3.99,0,3.99
2013-12-09,3.99,3.99,3.99,3.99,3,3.99
2013-12-10,3.99,3.99,3.99,3.99,0,3.99
2013-12-11,3.99,3.99,3.99,3.99,0,3.99
2013-12-12,3.99,3.99,3.99,3.99,0,3.99
2013-12-13,3.99,3.99,3.99,3.99,20,3.99
2013-12-16,3.99,3.99,3.99,3.99,0,3.99
